rank,strategy_id,state,primary_blocker,next_action,instrument,session,orb_minutes,entry_model,rr_target,filter_type,confirm_bars,trailing_expr,trailing_n,annual_r_estimate,status,status_reason,chordia_verdict,chordia_audit_age_days,c8_oos_status,family,family_role,family_priority,active_in_profile
660,MNQ_EUROPE_FLOW_E2_RR1.5_CB1_PDR_R125_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,1.5,PDR_R125,1,0.0257,56,1.4,DEPLOY,"Session HOT (+0.1892), ExpR=+0.0257, N=56",MISSING,,,UNSPECIFIED,unknown,5,False
661,MNQ_EUROPE_FLOW_E2_RR1.0_CB1_PDR_R125_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,30,E2,1.0,PDR_R125,1,0.0197,57,1.1,DEPLOY,"Session HOT (+0.1892), ExpR=+0.0197, N=57",MISSING,,,UNSPECIFIED,unknown,5,False
662,MNQ_NYSE_OPEN_E2_RR1.5_CB1_X_MGC_ATR70,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,5,E2,1.5,X_MGC_ATR70,1,0.0058,168,1.1,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0058, N=168",MISSING,,,UNSPECIFIED,unknown,5,False
663,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_ORB_G5,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,ORB_G5,1,0.0043,235,0.9,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0043, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
664,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_ORB_G6,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,ORB_G6,1,0.0043,235,0.9,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0043, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
665,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_ORB_VOL_2K,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,ORB_VOL_2K,1,0.0043,235,0.9,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0043, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
666,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_OVNRNG_10,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,OVNRNG_10,1,0.0043,235,0.9,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0043, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
667,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_OVNRNG_25,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,OVNRNG_25,1,0.0043,235,0.9,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0043, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
668,MNQ_US_DATA_1000_E1_RR1.0_CB3_PD_CLEAR_LONG_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,30,E1,1.0,PD_CLEAR_LONG,3,0.0241,25,0.7,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0241, N=25",MISSING,,,UNSPECIFIED,unknown,5,False
669,MNQ_US_DATA_1000_E1_RR1.0_CB2_PD_CLEAR_LONG_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,30,E1,1.0,PD_CLEAR_LONG,2,0.0227,25,0.6,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0227, N=25",MISSING,,,UNSPECIFIED,unknown,5,False
670,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_COST_LT15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,COST_LT15,1,0.0028,232,0.6,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0028, N=232",MISSING,,,UNSPECIFIED,unknown,5,False
671,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_ORB_G8,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,ORB_G8,1,0.0028,232,0.6,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0028, N=232",MISSING,,,UNSPECIFIED,unknown,5,False
672,MNQ_US_DATA_1000_E2_RR2.5_CB1_COST_LT10,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,2.5,COST_LT10,1,0.0011,233,0.2,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0011, N=233",MISSING,,,UNSPECIFIED,unknown,5,False
673,MNQ_CME_PRECLOSE_E2_RR1.5_CB1_NO_FILTER_S075,PARKED,CHORDIA_PARK,REVIEW_PARK_THEN_RERUN_IF_PREREGISTERED,MNQ,CME_PRECLOSE,5,E2,1.5,NO_FILTER,1,0.0615,219,12.4,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0615, N=219",PARK,0,,MNQ CME_PRECLOSE baseline_orb,research_provisional,4,False
674,MNQ_CME_PRECLOSE_E2_RR1.5_CB1_NO_FILTER,PARKED,NEGATIVE_CURRENT_EDGE,WAIT_FOR_POSITIVE_CURRENT_EDGE,MNQ,CME_PRECLOSE,5,E2,1.5,NO_FILTER,1,-0.0487,219,-9.8,DEPLOY,"Session HOT (+0.0100), ExpR=-0.0487, N=219",MISSING,,,MNQ CME_PRECLOSE baseline_orb,research_provisional,4,False
675,MGC_LONDON_METALS_E2_RR2.0_CB1_ORB_VOL_8K_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MGC,LONDON_METALS,30,E2,2.0,ORB_VOL_8K,1,0.4117,72,39.5,PAUSE,c8 gate: c8_oos_status='FAILED_RATIO' (Criterion 8 OOS deployment gate),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
676,MNQ_CME_PRECLOSE_E2_RR1.5_CB1_X_MES_ATR60_S075,PARKED,CHORDIA_PARK,REVIEW_PARK_THEN_RERUN_IF_PREREGISTERED,MNQ,CME_PRECLOSE,5,E2,1.5,X_MES_ATR60,1,0.2548,88,38.4,DEPLOY,"Session HOT (+0.0100), ExpR=+0.2548, N=88",PARK,0,,UNSPECIFIED,unknown,5,False
677,MGC_LONDON_METALS_E2_RR1.5_CB1_ORB_VOL_8K_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MGC,LONDON_METALS,30,E2,1.5,ORB_VOL_8K,1,0.4006,76,36.5,PAUSE,c8 gate: c8_oos_status='FAILED_RATIO' (Criterion 8 OOS deployment gate),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
678,MES_US_DATA_1000_E2_RR1.5_CB1_ORB_G8_O15,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,US_DATA_1000,15,E2,1.5,ORB_G8,1,0.1794,181,32.5,DEPLOY,"Session HOT (+0.0196), ExpR=+0.1794, N=181",MISSING,,PASSED,UNSPECIFIED,unknown,5,False
679,MES_US_DATA_1000_E2_RR1.5_CB1_COST_LT10_O15,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,US_DATA_1000,15,E2,1.5,COST_LT10,1,0.1645,195,32.1,DEPLOY,"Session HOT (+0.0196), ExpR=+0.1645, N=195",MISSING,,PASSED,UNSPECIFIED,unknown,5,False
680,MGC_LONDON_METALS_E2_RR1.5_CB1_ORB_VOL_8K_O30_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MGC,LONDON_METALS,30,E2,1.5,ORB_VOL_8K,1,0.3075,76,28.0,PAUSE,c8 gate: c8_oos_status='FAILED_RATIO' (Criterion 8 OOS deployment gate),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
681,MGC_LONDON_METALS_E2_RR2.0_CB1_ORB_VOL_4K_O15,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MGC,LONDON_METALS,15,E2,2.0,ORB_VOL_4K,1,0.2771,92,27.8,PAUSE,c8 gate: c8_oos_status='NEGATIVE_OOS_EXPR' (Criterion 8 OOS deployment gate),MISSING,,NEGATIVE_OOS_EXPR,UNSPECIFIED,unknown,5,False
682,MES_US_DATA_1000_E2_RR1.5_CB1_COST_LT08_O15,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,US_DATA_1000,15,E2,1.5,COST_LT08,1,0.1687,165,27.8,DEPLOY,"Session HOT (+0.0196), ExpR=+0.1687, N=165",MISSING,,PASSED,UNSPECIFIED,unknown,5,False
683,MGC_LONDON_METALS_E2_RR2.0_CB1_ORB_VOL_8K_O30_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MGC,LONDON_METALS,30,E2,2.0,ORB_VOL_8K,1,0.2828,72,27.1,PAUSE,c8 gate: c8_oos_status='FAILED_RATIO' (Criterion 8 OOS deployment gate),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
684,MNQ_TOKYO_OPEN_E2_RR1.0_CB1_ORB_VOL_4K_O15,PARKED,CHORDIA_PARK,REVIEW_PARK_THEN_RERUN_IF_PREREGISTERED,MNQ,TOKYO_OPEN,15,E2,1.0,ORB_VOL_4K,1,0.1237,234,26.7,DEPLOY,"Session HOT (+0.0456), ExpR=+0.1237, N=234",PARK,10,,UNSPECIFIED,unknown,5,False
685,MGC_LONDON_METALS_E1_RR1.5_CB1_ORB_VOL_8K_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MGC,LONDON_METALS,30,E1,1.5,ORB_VOL_8K,1,0.2952,73,25.9,PAUSE,c8 gate: c8_oos_status='FAILED_RATIO' (Criterion 8 OOS deployment gate),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
686,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_X_MES_ATR60,PARKED,CHORDIA_PARK,REVIEW_PARK_THEN_RERUN_IF_PREREGISTERED,MNQ,CME_PRECLOSE,5,E2,1.0,X_MES_ATR60,1,0.1498,97,24.9,DEPLOY,"Session HOT (+0.0100), ExpR=+0.1498, N=97",PARK,29,,UNSPECIFIED,unknown,5,False
687,MGC_LONDON_METALS_E2_RR1.0_CB1_ORB_VOL_8K_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MGC,LONDON_METALS,30,E2,1.0,ORB_VOL_8K,1,0.2721,76,24.8,PAUSE,c8 gate: c8_oos_status='FAILED_RATIO' (Criterion 8 OOS deployment gate),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
688,MGC_LONDON_METALS_E2_RR1.0_CB1_ORB_VOL_4K_O15,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MGC,LONDON_METALS,15,E2,1.0,ORB_VOL_4K,1,0.22,94,22.6,PAUSE,c8 gate: c8_oos_status='FAILED_RATIO' (Criterion 8 OOS deployment gate),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
689,MGC_CME_REOPEN_E2_RR1.0_CB1_ORB_G4,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MGC,CME_REOPEN,5,E2,1.0,ORB_G4,1,0.2017,102,22.4,PAUSE,c8 gate: c8_oos_status='FAILED_RATIO' (Criterion 8 OOS deployment gate),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
690,MGC_LONDON_METALS_E1_RR1.0_CB1_ORB_VOL_8K_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MGC,LONDON_METALS,30,E1,1.0,ORB_VOL_8K,1,0.2156,75,19.4,PAUSE,c8 gate: c8_oos_status='FAILED_RATIO' (Criterion 8 OOS deployment gate),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
691,MGC_LONDON_METALS_E1_RR1.0_CB3_ORB_VOL_8K_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MGC,LONDON_METALS,30,E1,1.0,ORB_VOL_8K,3,0.2091,74,18.6,PAUSE,c8 gate: c8_oos_status='NEGATIVE_OOS_EXPR' (Criterion 8 OOS deployment gate),MISSING,,NEGATIVE_OOS_EXPR,UNSPECIFIED,unknown,5,False
692,MGC_LONDON_METALS_E2_RR1.0_CB1_ORB_VOL_8K_O30_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MGC,LONDON_METALS,30,E2,1.0,ORB_VOL_8K,1,0.2043,76,18.6,PAUSE,c8 gate: c8_oos_status='FAILED_RATIO' (Criterion 8 OOS deployment gate),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
693,MNQ_US_DATA_1000_E2_RR1.5_CB1_ORB_VOL_8K,PARKED,CHORDIA_PARK,REVIEW_PARK_THEN_RERUN_IF_PREREGISTERED,MNQ,US_DATA_1000,5,E2,1.5,ORB_VOL_8K,1,0.0801,244,18.0,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0801, N=244",PARK,16,,UNSPECIFIED,unknown,5,False
694,MGC_LONDON_METALS_E2_RR2.0_CB1_ORB_VOL_4K_O15_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MGC,LONDON_METALS,15,E2,2.0,ORB_VOL_4K,1,0.1585,92,15.9,PAUSE,c8 gate: c8_oos_status='NEGATIVE_OOS_EXPR' (Criterion 8 OOS deployment gate),MISSING,,NEGATIVE_OOS_EXPR,UNSPECIFIED,unknown,5,False
695,MES_COMEX_SETTLE_E2_RR1.0_CB1_COST_LT10_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,COMEX_SETTLE,5,E2,1.0,COST_LT10,1,0.1929,73,13.0,PAUSE,Session regime COLD (-0.0018),MISSING,,PASSED,UNSPECIFIED,unknown,5,False
696,MES_CME_PRECLOSE_E2_RR1.0_CB1_ATR_P30_O30_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,ATR_P30,1,0.5808,11,12.8,PAUSE,Session regime COLD (-0.1011),MISSING,,PASSED,UNSPECIFIED,unknown,5,False
697,MES_CME_PRECLOSE_E2_RR1.0_CB1_ATR_P30_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,ATR_P30,1,0.5354,11,11.8,PAUSE,Session regime COLD (-0.1011),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
698,MES_CME_PRECLOSE_E2_RR1.0_CB1_COST_LT10_O30_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,COST_LT10,1,0.5114,13,11.4,PAUSE,Session regime COLD (-0.1011),MISSING,,INSUFFICIENT_N_PATHWAY_A_PASS_THROUGH,UNSPECIFIED,unknown,5,False
699,MES_CME_PRECLOSE_E2_RR1.0_CB1_ORB_G8_O30_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,ORB_G8,1,0.5114,13,11.4,PAUSE,Session regime COLD (-0.1011),MISSING,,INSUFFICIENT_N_PATHWAY_A_PASS_THROUGH,UNSPECIFIED,unknown,5,False
700,MES_COMEX_SETTLE_E2_RR1.0_CB1_COST_LT10,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,COMEX_SETTLE,5,E2,1.0,COST_LT10,1,0.1663,73,11.2,PAUSE,Session regime COLD (-0.0018),MISSING,,PASSED,UNSPECIFIED,unknown,5,False
701,MES_CME_PRECLOSE_E2_RR1.0_CB1_COST_LT10_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,COST_LT10,1,0.4537,13,10.1,PAUSE,Session regime COLD (-0.1011),MISSING,,INSUFFICIENT_N_PATHWAY_A_PASS_THROUGH,UNSPECIFIED,unknown,5,False
702,MES_CME_PRECLOSE_E2_RR1.0_CB1_ORB_G8_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,ORB_G8,1,0.4537,13,10.1,PAUSE,Session regime COLD (-0.1011),MISSING,,INSUFFICIENT_N_PATHWAY_A_PASS_THROUGH,UNSPECIFIED,unknown,5,False
703,MES_CME_PRECLOSE_E2_RR1.0_CB1_COST_LT12_O30_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,COST_LT12,1,0.3717,16,8.9,PAUSE,Session regime COLD (-0.1011),MISSING,,PASSED,UNSPECIFIED,unknown,5,False
704,MES_CME_PRECLOSE_E2_RR1.0_CB1_COST_LT15_O30_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,COST_LT15,1,0.3717,16,8.9,PAUSE,Session regime COLD (-0.1011),MISSING,,PASSED,UNSPECIFIED,unknown,5,False
705,MES_CME_PRECLOSE_E2_RR1.0_CB1_ORB_G4_O30_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,ORB_G4,1,0.3717,16,8.9,PAUSE,Session regime COLD (-0.1011),MISSING,,PASSED,UNSPECIFIED,unknown,5,False
706,MES_CME_PRECLOSE_E2_RR1.0_CB1_ORB_G5_O30_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,ORB_G5,1,0.3717,16,8.9,PAUSE,Session regime COLD (-0.1011),MISSING,,PASSED,UNSPECIFIED,unknown,5,False
707,MES_CME_PRECLOSE_E2_RR1.0_CB1_ORB_G6_O30_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,ORB_G6,1,0.3717,16,8.9,PAUSE,Session regime COLD (-0.1011),MISSING,,PASSED,UNSPECIFIED,unknown,5,False
708,MES_CME_PRECLOSE_E2_RR1.0_CB1_OVNRNG_10_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,OVNRNG_10,1,0.3798,15,8.5,PAUSE,Session regime COLD (-0.1011),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
709,MES_CME_PRECLOSE_E2_RR1.0_CB1_COST_LT08_O30_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,COST_LT08,1,0.4147,10,8.3,PAUSE,Session regime COLD (-0.1011),MISSING,,INSUFFICIENT_N_PATHWAY_A_PASS_THROUGH,UNSPECIFIED,unknown,5,False
710,MES_CME_PRECLOSE_E2_RR1.0_CB1_COST_LT12_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,COST_LT12,1,0.2936,16,7.0,PAUSE,Session regime COLD (-0.1011),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
711,MES_CME_PRECLOSE_E2_RR1.0_CB1_COST_LT15_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,COST_LT15,1,0.2936,16,7.0,PAUSE,Session regime COLD (-0.1011),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
712,MES_CME_PRECLOSE_E2_RR1.0_CB1_ORB_G4_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,ORB_G4,1,0.2936,16,7.0,PAUSE,Session regime COLD (-0.1011),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
713,MES_CME_PRECLOSE_E2_RR1.0_CB1_ORB_G5_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,ORB_G5,1,0.2936,16,7.0,PAUSE,Session regime COLD (-0.1011),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
714,MES_CME_PRECLOSE_E2_RR1.0_CB1_ORB_G6_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,ORB_G6,1,0.2936,16,7.0,PAUSE,Session regime COLD (-0.1011),MISSING,,FAILED_RATIO,UNSPECIFIED,unknown,5,False
715,MES_CME_PRECLOSE_E2_RR1.0_CB1_ORB_VOL_16K,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,5,E2,1.0,ORB_VOL_16K,1,0.1879,25,7.0,PAUSE,Session regime COLD (-0.1011),MISSING,,INSUFFICIENT_N_PATHWAY_A_PASS_THROUGH,UNSPECIFIED,unknown,5,False
716,MES_CME_PRECLOSE_E2_RR1.0_CB1_COST_LT08_O30,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,30,E2,1.0,COST_LT08,1,0.3397,10,6.8,PAUSE,Session regime COLD (-0.1011),MISSING,,INSUFFICIENT_N_PATHWAY_A_PASS_THROUGH,UNSPECIFIED,unknown,5,False
717,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_X_MGC_ATR70_O15,PARKED,CHORDIA_PARK,REVIEW_PARK_THEN_RERUN_IF_PREREGISTERED,MNQ,COMEX_SETTLE,15,E2,1.5,X_MGC_ATR70,1,0.0375,146,6.6,DEPLOY,"Session HOT (+0.0837), ExpR=+0.0375, N=146",PARK,16,,UNSPECIFIED,unknown,5,False
718,MES_CME_PRECLOSE_E2_RR1.0_CB1_ORB_G8_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,5,E2,1.0,ORB_G8,1,0.0967,40,4.6,PAUSE,Session regime COLD (-0.1011),MISSING,,INSUFFICIENT_N_PATHWAY_A_PASS_THROUGH,UNSPECIFIED,unknown,5,False
719,MES_NYSE_OPEN_E2_RR1.0_CB1_OVNRNG_25_O15_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,NYSE_OPEN,15,E2,1.0,OVNRNG_25,1,0.03,116,3.8,PAUSE,c8 gate: c8_oos_status='NEGATIVE_OOS_EXPR' (Criterion 8 OOS deployment gate),MISSING,,NEGATIVE_OOS_EXPR,UNSPECIFIED,unknown,5,False
720,MES_NYSE_CLOSE_E2_RR1.0_CB1_ORB_G5_O15,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,NYSE_CLOSE,15,E2,1.0,ORB_G5,1,0.0922,38,3.5,PAUSE,Session regime COLD (-0.0516),MISSING,,PASSED,UNSPECIFIED,unknown,5,False
721,MES_CME_PRECLOSE_E2_RR1.0_CB1_COST_LT08_O15,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,15,E2,1.0,COST_LT08,1,0.1145,29,3.3,PAUSE,Session regime COLD (-0.1011),MISSING,,NEGATIVE_OOS_EXPR,UNSPECIFIED,unknown,5,False
722,MES_CME_PRECLOSE_E2_RR1.0_CB1_ORB_VOL_16K_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,5,E2,1.0,ORB_VOL_16K,1,0.0881,25,3.3,PAUSE,Session regime COLD (-0.1011),MISSING,,INSUFFICIENT_N_PATHWAY_A_PASS_THROUGH,UNSPECIFIED,unknown,5,False
723,MES_NYSE_OPEN_E2_RR1.5_CB1_ORB_G8_O15_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,NYSE_OPEN,15,E2,1.5,ORB_G8,1,0.0159,200,3.2,PAUSE,c8 gate: c8_oos_status='NEGATIVE_OOS_EXPR' (Criterion 8 OOS deployment gate),MISSING,,NEGATIVE_OOS_EXPR,UNSPECIFIED,unknown,5,False
724,MES_CME_PRECLOSE_E2_RR1.0_CB1_COST_LT08_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,5,E2,1.0,COST_LT08,1,0.061,32,2.6,PAUSE,Session regime COLD (-0.1011),MISSING,,INSUFFICIENT_N_PATHWAY_A_PASS_THROUGH,UNSPECIFIED,unknown,5,False
725,MNQ_US_DATA_830_E2_RR1.0_CB1_X_MGC_ATR70_S075,PARKED,PROFILE_SESSION,USE_DIFFERENT_PROFILE_OR_SKIP,MNQ,US_DATA_830,5,E2,1.0,X_MGC_ATR70,1,0.0124,174,2.4,PAUSE,Session regime COLD (-0.0979),MISSING,,,UNSPECIFIED,unknown,5,False
726,MES_CME_PRECLOSE_E2_RR1.0_CB1_ATR_P70_O15_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,15,E2,1.0,ATR_P70,1,0.0699,18,2.2,PAUSE,Session regime COLD (-0.1011),MISSING,,NEGATIVE_OOS_EXPR,UNSPECIFIED,unknown,5,False
727,MES_NYSE_CLOSE_E2_RR1.0_CB1_COST_LT10_O15,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,NYSE_CLOSE,15,E2,1.0,COST_LT10,1,0.0928,17,2.1,PAUSE,Session regime COLD (-0.0516),MISSING,,INSUFFICIENT_N_PATHWAY_A_PASS_THROUGH,UNSPECIFIED,unknown,5,False
728,MES_CME_PRECLOSE_E2_RR1.0_CB1_ATR_P70_O15,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,15,E2,1.0,ATR_P70,1,0.0517,18,1.6,PAUSE,Session regime COLD (-0.1011),MISSING,,NEGATIVE_OOS_EXPR,UNSPECIFIED,unknown,5,False
729,MES_CME_PRECLOSE_E2_RR1.0_CB1_ORB_G4_S075,PARKED,PROFILE_INSTRUMENT,USE_DIFFERENT_PROFILE_OR_SKIP,MES,CME_PRECLOSE,5,E2,1.0,ORB_G4,1,0.0084,167,1.3,PAUSE,Session regime COLD (-0.1011),MISSING,,NEGATIVE_OOS_EXPR,UNSPECIFIED,unknown,5,False
