rank,strategy_id,state,primary_blocker,next_action,instrument,session,orb_minutes,entry_model,rr_target,filter_type,confirm_bars,trailing_expr,trailing_n,annual_r_estimate,status,status_reason,chordia_verdict,chordia_audit_age_days,c8_oos_status,family,family_role,family_priority,active_in_profile
11,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_ORB_VOL_2K,ALLOCATOR_ELIGIBLE_BENCH,NONE,EVALUATE_ALLOCATION_SLOT,MNQ,COMEX_SETTLE,5,E2,1.5,ORB_VOL_2K,1,0.1542,247,35.2,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1542, N=247",PASS_CHORDIA,16,,UNSPECIFIED,unknown,5,False
12,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_COST_LT15,ALLOCATOR_ELIGIBLE_BENCH,NONE,EVALUATE_ALLOCATION_SLOT,MNQ,COMEX_SETTLE,5,E2,1.5,COST_LT15,1,0.1472,243,33.0,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1472, N=243",PASS_CHORDIA,16,,UNSPECIFIED,unknown,5,False
13,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ATR_P50,ALLOCATOR_ELIGIBLE_BENCH,NONE,EVALUATE_ALLOCATION_SLOT,MNQ,COMEX_SETTLE,5,E2,1.0,ATR_P50,1,0.1835,123,30.1,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1835, N=123",PASS_CHORDIA,10,,UNSPECIFIED,unknown,5,False
14,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_OVNRNG_100,ALLOCATOR_ELIGIBLE_BENCH,NONE,EVALUATE_ALLOCATION_SLOT,MNQ,COMEX_SETTLE,5,E2,1.0,OVNRNG_100,1,0.1807,163,27.2,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1807, N=163",PASS_CHORDIA,29,,UNSPECIFIED,unknown,5,False
15,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_X_MES_ATR60,ALLOCATOR_ELIGIBLE_BENCH,NONE,EVALUATE_ALLOCATION_SLOT,MNQ,COMEX_SETTLE,5,E2,1.0,X_MES_ATR60,1,0.1415,103,25.0,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1415, N=103",PASS_CHORDIA,28,,UNSPECIFIED,unknown,5,False
16,MNQ_US_DATA_1000_E2_RR1.0_CB1_VWAP_MID_ALIGNED_O15,ALLOCATOR_ELIGIBLE_BENCH,NONE,EVALUATE_ALLOCATION_SLOT,MNQ,US_DATA_1000,15,E2,1.0,VWAP_MID_ALIGNED,1,0.2005,127,23.5,DEPLOY,"Session HOT (+0.0615), ExpR=+0.2005, N=127",PASS_CHORDIA,29,,UNSPECIFIED,unknown,5,False
17,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_COST_LT12,ALLOCATOR_ELIGIBLE_BENCH,NONE,EVALUATE_ALLOCATION_SLOT,MNQ,COMEX_SETTLE,5,E2,1.0,COST_LT12,1,0.0999,231,21.3,DEPLOY,"Session HOT (+0.0837), ExpR=+0.0999, N=231",PASS_CHORDIA,29,,UNSPECIFIED,unknown,5,False
18,MNQ_NYSE_OPEN_E2_RR1.0_CB1_COST_LT12,ALLOCATOR_ELIGIBLE_BENCH,NONE,EVALUATE_1_CONTRACT_ALLOCATION_SLOT,MNQ,NYSE_OPEN,5,E2,1.0,COST_LT12,1,0.0806,257,19.1,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0806, N=257",PASS_PROTOCOL_A,30,,UNSPECIFIED,unknown,5,False
19,MNQ_US_DATA_1000_E2_RR1.0_CB1_VWAP_MID_ALIGNED_O30,ALLOCATOR_ELIGIBLE_BENCH,NONE,EVALUATE_ALLOCATION_SLOT,MNQ,US_DATA_1000,30,E2,1.0,VWAP_MID_ALIGNED,1,0.1369,114,14.4,DEPLOY,"Session HOT (+0.0615), ExpR=+0.1369, N=114",PASS_CHORDIA,17,,UNSPECIFIED,unknown,5,False
20,MNQ_US_DATA_1000_E2_RR1.0_CB1_OVNRNG_25,ALLOCATOR_ELIGIBLE_BENCH,NONE,EVALUATE_ALLOCATION_SLOT,MNQ,US_DATA_1000,5,E2,1.0,OVNRNG_25,1,0.0591,257,14.0,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0591, N=257",PASS_CHORDIA,16,,UNSPECIFIED,unknown,5,False
21,MNQ_US_DATA_1000_E2_RR1.0_CB1_ORB_VOL_8K,ALLOCATOR_ELIGIBLE_BENCH,NONE,EVALUATE_ALLOCATION_SLOT,MNQ,US_DATA_1000,5,E2,1.0,ORB_VOL_8K,1,0.0603,250,13.9,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0603, N=250",PASS_CHORDIA,16,,UNSPECIFIED,unknown,5,False
22,MNQ_US_DATA_1000_E2_RR1.0_CB1_OVNRNG_50,ALLOCATOR_ELIGIBLE_BENCH,NONE,EVALUATE_ALLOCATION_SLOT,MNQ,US_DATA_1000,5,E2,1.0,OVNRNG_50,1,0.0495,247,11.3,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0495, N=247",PASS_CHORDIA,10,,UNSPECIFIED,unknown,5,False
23,MNQ_NYSE_OPEN_E2_RR1.5_CB1_COST_LT12,ALLOCATOR_ELIGIBLE_BENCH,NONE,EVALUATE_1_CONTRACT_ALLOCATION_SLOT,MNQ,NYSE_OPEN,5,E2,1.5,COST_LT12,1,0.0233,246,5.3,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0233, N=246",PASS_PROTOCOL_A,24,,UNSPECIFIED,unknown,5,False
24,MNQ_NYSE_OPEN_E2_RR1.5_CB1_OVNRNG_25,ALLOCATOR_ELIGIBLE_BENCH,NONE,EVALUATE_ALLOCATION_SLOT,MNQ,NYSE_OPEN,5,E2,1.5,OVNRNG_25,1,0.0233,246,5.3,DEPLOY,"Session HOT (+0.0916), ExpR=+0.0233, N=246",PASS_CHORDIA,16,,UNSPECIFIED,unknown,5,False
25,MNQ_EUROPE_FLOW_E2_RR1.0_CB1_COST_LT15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,1.0,COST_LT15,1,0.1568,253,36.6,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1568, N=253",MISSING,,,UNSPECIFIED,unknown,5,False
26,MNQ_EUROPE_FLOW_E2_RR1.0_CB1_ORB_G5,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,1.0,ORB_G5,1,0.1536,258,36.6,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1536, N=258",MISSING,,,UNSPECIFIED,unknown,5,False
27,MNQ_EUROPE_FLOW_E2_RR1.0_CB1_ORB_G6,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,1.0,ORB_G6,1,0.1536,258,36.6,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1536, N=258",MISSING,,,UNSPECIFIED,unknown,5,False
28,MNQ_SINGAPORE_OPEN_E2_RR2.5_CB1_ORB_G8_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,SINGAPORE_OPEN,15,E2,2.5,ORB_G8,1,0.1558,253,36.4,DEPLOY,"Session HOT (+0.2253), ExpR=+0.1558, N=253",MISSING,,,UNSPECIFIED,unknown,5,False
29,MNQ_EUROPE_FLOW_E2_RR1.0_CB1_ORB_G8,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,1.0,ORB_G8,1,0.1544,255,36.3,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1544, N=255",MISSING,,,UNSPECIFIED,unknown,5,False
30,MNQ_US_DATA_1000_E2_RR1.0_CB1_ATR_P70_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,ATR_P70,1,0.2487,85,36.2,DEPLOY,"Session HOT (+0.0615), ExpR=+0.2487, N=85",MISSING,,,UNSPECIFIED,unknown,5,False
31,MNQ_EUROPE_FLOW_E2_RR1.0_CB1_NO_FILTER,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,1.0,NO_FILTER,1,0.1505,260,36.1,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1505, N=260",MISSING,,,UNSPECIFIED,unknown,5,False
32,MNQ_EUROPE_FLOW_E2_RR2.0_CB1_NO_FILTER,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,2.0,NO_FILTER,1,0.1498,260,36.0,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1498, N=260",MISSING,,,UNSPECIFIED,unknown,5,False
33,MNQ_EUROPE_FLOW_E2_RR2.0_CB1_OVNRNG_25,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,2.0,OVNRNG_25,1,0.1498,260,36.0,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1498, N=260",MISSING,,,UNSPECIFIED,unknown,5,False
34,MNQ_SINGAPORE_OPEN_E2_RR3.0_CB1_DIR_LONG_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,SINGAPORE_OPEN,30,E2,3.0,DIR_LONG,1,0.2741,142,35.9,DEPLOY,"Session HOT (+0.2253), ExpR=+0.2741, N=142",MISSING,,,UNSPECIFIED,unknown,5,False
35,MNQ_SINGAPORE_OPEN_E2_RR2.5_CB1_COST_LT10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,SINGAPORE_OPEN,15,E2,2.5,COST_LT10,1,0.1782,217,35.7,DEPLOY,"Session HOT (+0.2253), ExpR=+0.1782, N=217",MISSING,,,UNSPECIFIED,unknown,5,False
36,MNQ_EUROPE_FLOW_E2_RR2.0_CB1_COST_LT15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,2.0,COST_LT15,1,0.1529,253,35.7,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1529, N=253",MISSING,,,UNSPECIFIED,unknown,5,False
37,MNQ_EUROPE_FLOW_E2_RR2.0_CB1_ORB_G6,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,2.0,ORB_G6,1,0.1499,258,35.7,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1499, N=258",MISSING,,,UNSPECIFIED,unknown,5,False
38,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_NO_FILTER,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,1.5,NO_FILTER,1,0.1542,247,35.2,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1542, N=247",MISSING,,,UNSPECIFIED,unknown,5,False
39,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_ORB_G4,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,1.5,ORB_G4,1,0.1542,247,35.2,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1542, N=247",MISSING,,,UNSPECIFIED,unknown,5,False
40,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_ORB_G6,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,1.5,ORB_G6,1,0.1542,247,35.2,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1542, N=247",MISSING,,,UNSPECIFIED,unknown,5,False
41,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_OVNRNG_10,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,1.5,OVNRNG_10,1,0.1542,247,35.2,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1542, N=247",MISSING,,,UNSPECIFIED,unknown,5,False
42,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_OVNRNG_25,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,1.5,OVNRNG_25,1,0.1542,247,35.2,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1542, N=247",MISSING,,,UNSPECIFIED,unknown,5,False
43,MNQ_EUROPE_FLOW_E2_RR1.0_CB1_OVNRNG_50,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,1.0,OVNRNG_50,1,0.1527,250,35.2,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1527, N=250",MISSING,,,UNSPECIFIED,unknown,5,False
44,MNQ_TOKYO_OPEN_E2_RR1.5_CB1_ATR_VEL_GE105_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,5,E2,1.5,ATR_VEL_GE105,1,0.4078,43,35.1,DEPLOY,"Session HOT (+0.0456), ExpR=+0.4078, N=43",MISSING,,,UNSPECIFIED,unknown,5,False
45,MNQ_SINGAPORE_OPEN_E2_RR3.0_CB1_COST_LT10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,SINGAPORE_OPEN,15,E2,3.0,COST_LT10,1,0.1762,216,35.1,DEPLOY,"Session HOT (+0.2253), ExpR=+0.1762, N=216",MISSING,,,UNSPECIFIED,unknown,5,False
46,MNQ_SINGAPORE_OPEN_E2_RR2.0_CB1_COST_LT08_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,SINGAPORE_OPEN,30,E2,2.0,COST_LT08,1,0.1737,218,35.0,DEPLOY,"Session HOT (+0.2253), ExpR=+0.1737, N=218",MISSING,,,UNSPECIFIED,unknown,5,False
47,MNQ_SINGAPORE_OPEN_E2_RR1.5_CB1_COST_LT12_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,SINGAPORE_OPEN,30,E2,1.5,COST_LT12,1,0.15,252,34.9,DEPLOY,"Session HOT (+0.2253), ExpR=+0.1500, N=252",MISSING,,,UNSPECIFIED,unknown,5,False
48,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_X_MES_ATR70_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,1.5,X_MES_ATR70,1,0.2633,77,34.8,DEPLOY,"Session HOT (+0.0837), ExpR=+0.2633, N=77",MISSING,,,UNSPECIFIED,unknown,5,False
49,MNQ_US_DATA_1000_E2_RR1.0_CB1_X_MES_ATR60_O30_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,30,E2,1.0,X_MES_ATR60,1,0.2446,83,34.8,DEPLOY,"Session HOT (+0.0615), ExpR=+0.2446, N=83",MISSING,,,UNSPECIFIED,unknown,5,False
50,MNQ_TOKYO_OPEN_E2_RR1.5_CB1_ORB_VOL_4K_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,15,E2,1.5,ORB_VOL_4K,1,0.1613,234,34.8,DEPLOY,"Session HOT (+0.0456), ExpR=+0.1613, N=234",MISSING,,,UNSPECIFIED,unknown,5,False
51,MNQ_SINGAPORE_OPEN_E2_RR3.0_CB1_COST_LT15_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,SINGAPORE_OPEN,15,E2,3.0,COST_LT15,1,0.1518,248,34.8,DEPLOY,"Session HOT (+0.2253), ExpR=+0.1518, N=248",MISSING,,,UNSPECIFIED,unknown,5,False
52,MNQ_SINGAPORE_OPEN_E2_RR2.5_CB1_DIR_LONG_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,SINGAPORE_OPEN,30,E2,2.5,DIR_LONG,1,0.2609,144,34.7,DEPLOY,"Session HOT (+0.2253), ExpR=+0.2609, N=144",MISSING,,,UNSPECIFIED,unknown,5,False
53,MNQ_EUROPE_FLOW_E2_RR1.0_CB1_COST_LT12,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,1.0,COST_LT12,1,0.1591,236,34.7,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1591, N=236",MISSING,,,UNSPECIFIED,unknown,5,False
54,MNQ_SINGAPORE_OPEN_E2_RR2.5_CB1_COST_LT15_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,SINGAPORE_OPEN,15,E2,2.5,COST_LT15,1,0.1505,249,34.6,DEPLOY,"Session HOT (+0.2253), ExpR=+0.1505, N=249",MISSING,,,UNSPECIFIED,unknown,5,False
55,MNQ_COMEX_SETTLE_E2_RR2.0_CB1_X_MES_ATR60,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,2.0,X_MES_ATR60,1,0.202,99,34.3,DEPLOY,"Session HOT (+0.0837), ExpR=+0.2020, N=99",MISSING,,,UNSPECIFIED,unknown,5,False
56,MNQ_SINGAPORE_OPEN_E2_RR1.5_CB1_ATR_P50_O30_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,SINGAPORE_OPEN,30,E2,1.5,ATR_P50,1,0.2058,124,34.0,DEPLOY,"Session HOT (+0.2253), ExpR=+0.2058, N=124",MISSING,,,UNSPECIFIED,unknown,5,False
57,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_X_MES_ATR60,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,1.5,X_MES_ATR60,1,0.1958,101,33.9,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1958, N=101",MISSING,,,UNSPECIFIED,unknown,5,False
58,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_COST_LT12,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,1.5,COST_LT12,1,0.1603,229,33.9,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1603, N=229",MISSING,,,UNSPECIFIED,unknown,5,False
59,MNQ_EUROPE_FLOW_E2_RR3.0_CB1_COST_LT12,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,3.0,COST_LT12,1,0.1562,235,33.9,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1562, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
60,MNQ_SINGAPORE_OPEN_E2_RR1.5_CB1_ATR_P70_O30_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,SINGAPORE_OPEN,30,E2,1.5,ATR_P70,1,0.2187,89,33.4,DEPLOY,"Session HOT (+0.2253), ExpR=+0.2187, N=89",MISSING,,,UNSPECIFIED,unknown,5,False
61,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_X_MES_ATR60_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,1.5,X_MES_ATR60,1,0.1927,101,33.4,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1927, N=101",MISSING,,,UNSPECIFIED,unknown,5,False
62,MNQ_COMEX_SETTLE_E2_RR2.5_CB1_X_MES_ATR70,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,2.5,X_MES_ATR70,1,0.2556,76,33.3,DEPLOY,"Session HOT (+0.0837), ExpR=+0.2556, N=76",MISSING,,,UNSPECIFIED,unknown,5,False
63,MNQ_US_DATA_1000_E2_RR1.0_CB1_X_MES_ATR60_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,30,E2,1.0,X_MES_ATR60,1,0.2338,83,33.3,DEPLOY,"Session HOT (+0.0615), ExpR=+0.2338, N=83",MISSING,,,UNSPECIFIED,unknown,5,False
64,MNQ_COMEX_SETTLE_E2_RR2.0_CB1_NO_FILTER,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,2.0,NO_FILTER,1,0.1498,241,33.3,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1498, N=241",MISSING,,,UNSPECIFIED,unknown,5,False
65,MNQ_COMEX_SETTLE_E2_RR2.0_CB1_ORB_G4,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,2.0,ORB_G4,1,0.1498,241,33.3,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1498, N=241",MISSING,,,UNSPECIFIED,unknown,5,False
66,MNQ_COMEX_SETTLE_E2_RR2.0_CB1_ORB_G5,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,2.0,ORB_G5,1,0.1498,241,33.3,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1498, N=241",MISSING,,,UNSPECIFIED,unknown,5,False
67,MNQ_COMEX_SETTLE_E2_RR2.0_CB1_ORB_G6,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,2.0,ORB_G6,1,0.1498,241,33.3,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1498, N=241",MISSING,,,UNSPECIFIED,unknown,5,False
68,MNQ_COMEX_SETTLE_E2_RR2.0_CB1_ORB_VOL_2K,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,2.0,ORB_VOL_2K,1,0.1498,241,33.3,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1498, N=241",MISSING,,,UNSPECIFIED,unknown,5,False
69,MNQ_COMEX_SETTLE_E2_RR2.0_CB1_OVNRNG_10,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,2.0,OVNRNG_10,1,0.1498,241,33.3,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1498, N=241",MISSING,,,UNSPECIFIED,unknown,5,False
70,MNQ_COMEX_SETTLE_E2_RR2.0_CB1_OVNRNG_25,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,2.0,OVNRNG_25,1,0.1498,241,33.3,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1498, N=241",MISSING,,,UNSPECIFIED,unknown,5,False
71,MNQ_US_DATA_1000_E2_RR1.0_CB1_ATR_P30_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,15,E2,1.0,ATR_P30,1,0.1937,156,33.0,DEPLOY,"Session HOT (+0.0615), ExpR=+0.1937, N=156",MISSING,,,UNSPECIFIED,unknown,5,False
72,MNQ_COMEX_SETTLE_E2_RR1.5_CB1_ORB_G8,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,1.5,ORB_G8,1,0.1472,243,33.0,DEPLOY,"Session HOT (+0.0837), ExpR=+0.1472, N=243",MISSING,,,UNSPECIFIED,unknown,5,False
73,MNQ_TOKYO_OPEN_E2_RR1.5_CB1_COST_LT10_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,15,E2,1.5,COST_LT10,1,0.1432,248,32.8,DEPLOY,"Session HOT (+0.0456), ExpR=+0.1432, N=248",MISSING,,,UNSPECIFIED,unknown,5,False
74,MNQ_TOKYO_OPEN_E2_RR1.5_CB1_COST_LT08_O15_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,15,E2,1.5,COST_LT08,1,0.1571,224,32.5,DEPLOY,"Session HOT (+0.0456), ExpR=+0.1571, N=224",MISSING,,,UNSPECIFIED,unknown,5,False
75,MNQ_SINGAPORE_OPEN_E2_RR2.5_CB1_ORB_VOL_2K_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,SINGAPORE_OPEN,15,E2,2.5,ORB_VOL_2K,1,0.1419,248,32.5,DEPLOY,"Session HOT (+0.2253), ExpR=+0.1419, N=248",MISSING,,,UNSPECIFIED,unknown,5,False
76,MNQ_SINGAPORE_OPEN_E2_RR1.5_CB1_ORB_VOL_4K_O30,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,SINGAPORE_OPEN,30,E2,1.5,ORB_VOL_4K,1,0.1408,250,32.5,DEPLOY,"Session HOT (+0.2253), ExpR=+0.1408, N=250",MISSING,,,UNSPECIFIED,unknown,5,False
77,MNQ_EUROPE_FLOW_E2_RR1.0_CB1_COST_LT10,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,1.0,COST_LT10,1,0.1746,201,32.4,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1746, N=201",MISSING,,,UNSPECIFIED,unknown,5,False
78,MNQ_COMEX_SETTLE_E2_RR2.5_CB1_X_MES_ATR70_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,2.5,X_MES_ATR70,1,0.2476,76,32.3,DEPLOY,"Session HOT (+0.0837), ExpR=+0.2476, N=76",MISSING,,,UNSPECIFIED,unknown,5,False
79,MNQ_EUROPE_FLOW_E2_RR2.0_CB1_COST_LT10,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,EUROPE_FLOW,5,E2,2.0,COST_LT10,1,0.1736,201,32.2,DEPLOY,"Session HOT (+0.1892), ExpR=+0.1736, N=201",MISSING,,,UNSPECIFIED,unknown,5,False
