symbol,session,entry_model,confirm_bars,rr_target,filter,n_base,n_on,signals_per_year,avg_on,avg_off,uplift,wr_on,wr_off,years_pos,years_total,years_pos_ratio,train_uplift,test_uplift
MES,1000,E0,1,1.0,long_q60,1770,376,47.0,0.08171755319148936,-0.055984505021520796,0.13770205821301015,0.6276595744680851,0.6269727403156384,5,6,0.8333333333333334,0.13898264164299784,0.06714765173410403
MES,1000,E0,1,3.0,fast30_and_q40,1767,934,116.75,0.08160899357601714,-0.13859075630252102,0.22019974987853816,0.3233404710920771,0.3097238895558223,5,6,0.8333333333333334,0.16627321764419692,0.5225733713624339
MES,1000,E0,2,1.0,size_q60_plus,640,276,34.5,0.08147101449275362,-0.14760576923076923,0.22907678372352286,0.6231884057971014,0.5906593406593407,4,5,0.8,,
MES,1000,E0,2,1.0,short_q60,640,158,19.75,0.08056835443037977,-0.09122883817427385,0.17179719260465362,0.620253164556962,0.5995850622406639,3,3,1.0,,
MES,0030,E0,1,1.5,short_fast30,1774,770,96.25,0.08026051948051947,-0.013392330677290835,0.0936528501578103,0.4844155844155844,0.4551792828685259,4,6,0.6666666666666666,0.08020022686208322,0.17052527934714376
MES,1000,E0,2,2.5,fast30_and_q40,637,333,41.625,0.0801975975975976,-0.15057236842105262,0.23076996601865024,0.3663663663663664,0.34868421052631576,4,5,0.8,,
MES,US_POST_EQUITY,E0,1,2.0,fast30_and_q60,1728,680,85.0,0.08006588235294118,0.01806927480916032,0.06199660754378086,0.38382352941176473,0.40458015267175573,4,6,0.6666666666666666,0.053997985396955966,0.019042401960784314
MES,0030,E0,1,1.5,size_q40_plus,1774,1124,140.5,0.0798066725978648,-0.06361230769230769,0.14341898029017247,0.4706405693950178,0.46307692307692305,6,7,0.8571428571428571,0.1137606649697741,0.26635299056603773
MES,US_EQUITY_OPEN,E0,2,2.5,fast30_and_q60,697,269,33.625,0.07980408921933087,0.06417126168224298,0.01563282753708789,0.3271375464684015,0.34579439252336447,3,5,0.6,,
M2K,US_POST_EQUITY,E0,1,2.0,fast30_and_q40,1188,718,119.66666666666667,0.07980222841225627,0.04050744680851064,0.03929478160374563,0.39275766016713093,0.4106382978723404,3,5,0.6,0.07727787126567331,-0.16541575431973285
MES,0900,E0,2,4.0,fast30_and_q60,666,256,32.0,0.07960820312499998,-0.15947268292682928,0.23908088605182926,0.25390625,0.2658536585365854,3,6,0.5,,
MES,1000,E0,1,2.5,size_q40_plus,1767,1083,135.375,0.07929593721144969,-0.17979122807017545,0.2590871652816251,0.3684210526315789,0.3508771929824561,7,7,1.0,0.21403262751399546,0.6179404306220095
MES,US_EQUITY_OPEN,E0,1,3.0,fast30_and_q40,1636,957,119.625,0.07923469174503656,-0.048013991163475704,0.12724868290851227,0.2894461859979101,0.2768777614138439,3,5,0.6,0.1786604166134729,-0.39708640732265443
MES,0030,E0,1,1.0,short_q60,1789,389,48.625,0.07913316195372751,0.024964642857142855,0.054168519096584655,0.5784061696658098,0.5957142857142858,4,6,0.6666666666666666,0.023596662531017363,0.1617137729285262
MES,US_EQUITY_OPEN,E0,1,2.0,short_fast30,1735,754,94.25,0.079110875331565,0.10067084607543321,-0.021559970743868215,0.39389920424403185,0.40978593272171254,3,6,0.5,-0.02163991060763687,-0.0016868563685636662
MES,US_EQUITY_OPEN,E0,2,3.0,long_fast30,671,290,36.25,0.07868931034482758,-0.04989002624671915,0.12857933659154674,0.296551724137931,0.26246719160104987,2,6,0.3333333333333333,,
M2K,US_POST_EQUITY,E0,1,2.0,long_q60,1188,229,38.166666666666664,0.07844410480349347,0.060868404588112615,0.01757570021538085,0.388646288209607,0.40250260688216893,3,5,0.6,0.062339843366093335,-0.20795046620046614
MES,US_EQUITY_OPEN,E0,2,1.0,fast30_and_q60,742,289,36.125,0.0783242214532872,0.0711503311258278,0.007173890327459395,0.5709342560553633,0.609271523178808,3,5,0.6,,
MES,0030,E0,1,2.5,fast30_and_q40,1716,1034,129.25,0.07817678916827853,-0.01059428152492669,0.08877107069320522,0.3365570599613153,0.3489736070381232,5,6,0.8333333333333334,0.06516031862687914,0.2551662315663611
MES,US_POST_EQUITY,E0,1,3.0,short_fast30,1654,694,86.75,0.07807204610951007,-0.04407291666666668,0.12214496277617676,0.3025936599423631,0.2791666666666667,4,6,0.6666666666666666,0.11251063789405757,0.22601151848693904
MES,US_EQUITY_OPEN,E0,1,1.5,long_q60,1766,368,46.0,0.07730271739130436,0.07063898426323319,0.00666373312807117,0.45652173913043476,0.4792560801144492,3,6,0.5,0.010695548172757474,-0.039487438550150425
MES,0030,E0,1,2.0,fast30_and_q40,1751,1057,132.125,0.0768631977294229,-0.007813832853025933,0.08467703058244884,0.391674550614948,0.40634005763688763,6,6,1.0,0.0684851702720309,0.11478825567963029
MGC,US_POST_EQUITY,E0,1,1.0,long_q60,1476,352,50.285714285714285,0.07680852272727273,-0.09617633451957296,0.1729848572468457,0.6164772727272727,0.5818505338078291,6,6,1.0,0.17396207741717376,0.12794138637965277
MES,1000,E0,1,2.0,fast30_and_q40,1767,934,116.75,0.07615010706638117,-0.12574729891956782,0.201897405985949,0.4282655246252677,0.4189675870348139,5,6,0.8333333333333334,0.16686615466447852,0.42467382605820103
MES,US_EQUITY_OPEN,E0,1,2.5,fast_le_30,1688,1455,181.875,0.07579903780068728,0.04538583690987123,0.030413200890816047,0.33745704467353954,0.351931330472103,0,0,,0.0682442776411875,
MES,0030,E0,2,2.0,short_fast30,709,309,38.625,0.0757233009708738,0.12812425,-0.05240094902912619,0.4045307443365696,0.435,2,6,0.3333333333333333,,
MES,US_EQUITY_OPEN,E0,1,1.5,short_fast30,1766,764,95.5,0.07551099476439792,0.06937155688622755,0.006139437878170367,0.4712041884816754,0.47704590818363274,2,6,0.3333333333333333,0.012392990904226867,-0.016514930555555522
MES,LONDON_OPEN,E0,2,4.0,size_q60_plus,653,264,33.0,0.07525189393939395,-0.1261061696658098,0.20135806360520375,0.24242424242424243,0.23136246786632392,4,6,0.6666666666666666,,
MES,US_POST_EQUITY,E0,1,2.0,fast_le_30,1728,1476,184.5,0.07523096205962061,-0.1494424603174603,0.22467342237708093,0.40311653116531165,0.35714285714285715,0,0,,0.22317168774600893,
MES,US_DATA_OPEN,E0,1,1.0,short_q60,1744,347,43.375,0.07494553314121037,-0.03215740873299928,0.10710294187420966,0.5878962536023055,0.6084466714387974,4,6,0.6666666666666666,0.05903188315397799,0.24530911201857636
MES,US_POST_EQUITY,E0,1,1.5,fast_le_30,1764,1507,188.375,0.07482501658925016,-0.10038210116731515,0.1752071177565653,0.48241539482415396,0.45136186770428016,0,0,,0.16952307131642066,
MES,US_POST_EQUITY,E0,2,4.0,fast30_and_q40,651,350,43.75,0.07479942857142857,-0.021607641196013293,0.09640706976744187,0.2342857142857143,0.2425249169435216,1,5,0.2,,
MES,US_POST_EQUITY,E0,1,1.0,size_q40_plus,1786,1115,139.375,0.07477408071748878,-0.028279135618479875,0.10305321633596866,0.5811659192825112,0.6005961251862891,6,7,0.8571428571428571,0.09205649709159026,0.16655702341137127
MES,0900,E0,2,1.0,fast30_and_q60,672,262,32.75,0.0744702290076336,-0.20997121951219513,0.2844414485198287,0.6259541984732825,0.5585365853658537,6,6,1.0,,
MES,US_POST_EQUITY,E0,1,2.0,size_q40_plus,1728,1064,133.0,0.07432565789473686,-0.008585993975903613,0.08291165187064047,0.3881578947368421,0.40963855421686746,4,7,0.5714285714285714,0.08498514119610981,-0.0564554130434782
M2K,US_POST_EQUITY,E0,1,2.0,size_q40_plus,1188,727,121.16666666666667,0.0740353507565337,0.048834707158351406,0.02520064359818229,0.390646492434663,0.41431670281995664,3,5,0.6,0.06112809789389816,-0.1731013793103448
MES,0030,E0,1,1.0,short_fast30,1789,773,96.625,0.07372432082794307,0.008606692913385826,0.06511762791455725,0.6041397153945667,0.5826771653543307,4,6,0.6666666666666666,0.05896979491173415,0.09591532901296113
MES,0030,E0,1,3.0,fast30_and_q40,1684,1009,126.125,0.07367730426164519,-0.04211007407407408,0.11578737833571927,0.2933597621407334,0.2962962962962963,5,6,0.8333333333333334,0.09504081047363955,0.22995466448445168
MES,US_EQUITY_OPEN,E0,2,1.0,size_q40_plus,742,452,56.5,0.07366902654867256,0.07437379310344827,-0.000704766554775707,0.5752212389380531,0.6241379310344828,3,5,0.6,,
MES,1100,E0,2,4.0,size_q60_plus,649,289,36.125,0.07300934256055362,-0.29031444444444443,0.36332378700499807,0.2560553633217993,0.225,4,5,0.8,,
MES,US_EQUITY_OPEN,E0,1,1.0,fast30_and_q40,1783,1040,130.0,0.07274673076923077,0.031123283983849274,0.0416234467853815,0.5740384615384615,0.5989232839838493,4,5,0.8,0.03468823361894799,0.028311016445413083
M2K,US_POST_EQUITY,E0,1,1.5,short_fast30,1227,614,102.33333333333333,0.07266123778501628,0.04949184339314845,0.023169394391867826,0.4820846905537459,0.47471451876019577,3,5,0.6,0.06027774461250167,-0.08711083934776799
MES,0030,E0,1,2.0,short_q60,1751,383,47.875,0.07263368146214097,0.03508983918128656,0.03754384228085441,0.3838120104438642,0.40131578947368424,5,6,0.8333333333333334,0.023621001821493647,0.05695209119238974
MES,US_POST_EQUITY,E1,5,1.5,short_q60,1506,309,38.625,0.07256148867313916,-0.09172322472848789,0.16428471340162704,0.44983818770226536,0.40267335004177107,5,6,0.8333333333333334,0.1867920196850394,0.08192852564102562
MES,US_POST_EQUITY,E0,2,3.0,fast30_and_q60,690,245,30.625,0.07255673469387754,0.07827078651685392,-0.005714051822976379,0.2857142857142857,0.3235955056179775,2,6,0.3333333333333333,,
MGC,1100,E0,2,2.5,long_q60,890,200,18.181818181818183,0.07221050000000001,-0.3280595652173913,0.40027006521739134,0.39,0.3144927536231884,4,4,1.0,,
MES,US_EQUITY_OPEN,E0,1,1.5,fast_le_30,1766,1513,189.125,0.07217309980171845,0.07115731225296443,0.0010157875487540186,0.4699272967614012,0.5019762845849802,0,0,,0.01981785311285627,
