symbol,session,rr_target,confirm_bars,t80_minutes,n_before,n_after,avg_r_before,avg_r_after,wr_before,wr_after,t_stat,p_val,p_bh,verdict
MNQ,1800,1.0,3,88.0,499,116,0.0783,-0.0784,0.5772,0.4828,-0.8807,0.380336,0.446534,DIRECTIONAL (not significant)
MNQ,1800,1.0,4,97.0,460,118,0.0443,-0.109,0.5565,0.4661,-1.2364,0.218805,0.274245,DIRECTIONAL (not significant)
MNQ,1800,1.0,5,105.0,435,116,0.0186,-0.0446,0.5402,0.5,-0.5003,0.617788,0.66822,DIRECTIONAL (not significant)
MNQ,1800,1.5,1,94.0,1243,260,0.0713,0.1693,0.465,0.4962,2.311,0.021619,0.035101,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,1.5,2,148.0,612,95,0.0475,0.2989,0.4493,0.5474,2.4512,0.016087,0.027006,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,1.5,3,162.0,520,94,0.0421,0.1684,0.4462,0.4894,1.3606,0.176937,0.229123,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,1.5,4,171.0,480,99,0.0154,0.0871,0.4333,0.4545,0.7243,0.470616,0.535578,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,1.5,5,193.0,461,90,-0.0397,0.1148,0.4078,0.4667,0.9083,0.366177,0.431275,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,2.0,1,178.0,1311,192,0.0341,0.5932,0.3738,0.5625,5.8298,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,2.0,2,227.0,622,84,0.0114,0.5979,0.3617,0.5595,3.8403,0.000239,0.000672,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,2.0,3,238.0,535,78,0.006,0.4319,0.3589,0.5,2.6459,0.009874,0.017736,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,2.0,4,259.0,512,67,-0.0704,0.5791,0.3301,0.5522,3.3068,0.001529,0.003367,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,2.0,5,269.0,492,58,-0.0771,0.6961,0.3272,0.5862,3.687,0.000508,0.001309,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,2.5,1,239.0,1331,170,-0.0072,0.7164,0.3073,0.5176,5.6175,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,2.5,2,284.0,642,64,-0.0305,1.1371,0.2975,0.6406,5.6354,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,2.5,3,302.0,556,56,-0.0648,0.9683,0.286,0.5893,4.3681,5.6e-05,0.00018,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,2.5,4,307.0,524,54,-0.0735,1.0492,0.2824,0.6111,4.6709,2.1e-05,7.4e-05,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,2.5,5,310.0,499,51,-0.0838,1.0558,0.2786,0.6078,4.5196,3.8e-05,0.000128,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,3.0,1,294.0,1392,106,-0.0653,1.7584,0.2529,0.7264,10.6366,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,3.0,2,321.0,649,55,-0.0476,1.4922,0.2558,0.6545,6.0525,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,3.0,3,322.0,565,46,-0.094,1.2476,0.2425,0.587,4.4376,5.8e-05,0.000185,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,3.0,4,319.0,526,50,-0.0934,0.995,0.2414,0.52,3.6329,0.00067,0.001635,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,3.0,5,320.0,497,50,-0.0783,1.0813,0.2455,0.54,3.9385,0.000259,0.00072,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,4.0,1,327.0,1396,102,-0.0872,1.6101,0.1977,0.549,6.8373,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,4.0,2,346.0,656,48,-0.0794,1.5913,0.1982,0.5417,4.5753,3.5e-05,0.000119,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,4.0,3,348.0,568,43,-0.1047,1.3345,0.1919,0.4884,3.6186,0.000789,0.001876,NO-BENEFIT (avg_r_after >= 0)
MNQ,CME_OPEN,1.0,1,82.0,621,131,0.0157,0.0035,0.5443,0.5267,0.0421,0.966506,0.971745,NO-BENEFIT (avg_r_after >= 0)
MNQ,CME_OPEN,1.0,2,92.0,268,61,-0.0043,-0.153,0.5299,0.4426,-1.2461,0.217569,0.273158,DIRECTIONAL (not significant)
MNQ,CME_OPEN,1.0,3,102.0,220,48,-0.0656,-0.0367,0.4955,0.5,-0.2608,0.795388,0.819692,DIRECTIONAL (not significant)
MNQ,CME_OPEN,1.0,5,154.0,192,37,-0.0426,0.0951,0.5052,0.5676,0.5968,0.554343,0.610778,NO-BENEFIT (avg_r_after >= 0)
MNQ,CME_OPEN,1.5,1,264.0,574,76,-0.1271,0.3856,0.3728,0.5789,2.8235,0.006081,0.011423,NO-BENEFIT (avg_r_after >= 0)
MNQ,CME_OPEN,2.0,1,430.0,556,62,-0.1287,0.6196,0.3094,0.5645,3.3992,0.001196,0.002714,NO-BENEFIT (avg_r_after >= 0)
MNQ,CME_OPEN,2.5,1,496.0,533,70,-0.1741,0.5756,0.2514,0.4714,2.8639,0.00554,0.010513,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,1.0,1,55.0,1239,246,0.0606,0.1125,0.544,0.5691,1.818,0.070293,0.101474,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,1.0,2,77.0,564,116,0.1046,0.0484,0.5656,0.5345,0.5306,0.596741,0.647342,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,1.0,3,91.0,470,107,0.0729,0.0835,0.5489,0.5514,0.8795,0.381122,0.44675,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,1.0,4,108.0,429,100,0.1171,0.0027,0.5711,0.51,0.0274,0.978194,0.980838,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,1.0,5,130.0,400,84,0.0481,0.0758,0.535,0.5476,0.7062,0.482046,0.544975,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,1.5,1,91.0,1212,223,0.0568,0.2399,0.434,0.5067,2.9214,0.003844,0.007721,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,1.5,2,155.0,562,85,0.1029,0.356,0.452,0.5529,2.6759,0.00896,0.016416,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,1.5,3,180.0,464,74,0.0422,0.3925,0.4267,0.5676,2.7585,0.007334,0.013571,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,1.5,4,196.0,419,70,0.0792,0.3679,0.4415,0.5571,2.5058,0.014581,0.024645,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,1.5,5,188.0,381,70,0.0795,0.368,0.4409,0.5571,2.5064,0.014558,0.024645,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,2.0,1,163.0,1198,186,0.0489,0.5316,0.3589,0.5215,4.9282,2e-06,9e-06,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,2.0,2,214.0,544,63,0.114,0.4912,0.3805,0.5079,2.635,0.010613,0.018661,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,2.0,3,246.0,449,52,-0.0016,0.7535,0.3408,0.5962,3.7282,0.000485,0.001258,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,2.0,4,226.0,387,58,0.0748,0.419,0.3669,0.4828,2.1537,0.035505,0.054771,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,2.0,5,268.0,367,44,0.0083,0.7412,0.3433,0.5909,3.3546,0.001668,0.003651,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,2.5,1,216.0,1172,155,0.0035,0.7421,0.2944,0.5097,5.3891,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,2.5,2,240.0,519,57,0.059,0.6163,0.3102,0.4737,2.7067,0.008992,0.016434,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,2.5,4,299.0,385,39,0.0121,1.023,0.2961,0.5897,3.737,0.000611,0.001511,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,3.0,1,235.0,1117,132,-0.1077,0.8012,0.2292,0.4621,4.7188,6e-06,2.5e-05,NO-BENEFIT (avg_r_after >= 0)
MNQ,US_EQUITY_OPEN,4.0,1,304.0,1089,78,-0.258,1.5599,0.1524,0.5256,5.6279,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
