symbol,session,entry_model,confirm_bars,rr_target,filter,n_base,n_on,signals_per_year,avg_on,avg_off,uplift,wr_on,wr_off,years_pos,years_total,years_pos_ratio,train_uplift,test_uplift,n_test_on,n_test_off
MES,US_POST_EQUITY,E0,2,2.5,long_only,708,370,46.25,0.08428216216216215,0.10089142011834318,-0.016609257956181026,0.35945945945945945,0.35798816568047337,5,7,0.7142857142857143,,,0,0
MES,US_POST_EQUITY,E0,1,1.0,size_q75_plus,1786,482,60.25,0.0839746887966805,0.01834509202453988,0.06562959677214063,0.5705394190871369,0.5950920245398773,4,6,0.6666666666666666,0.02453859430012962,0.1566336951774908,117,137
MES,US_EQUITY_OPEN,E0,2,2.5,size_q75_plus,697,169,21.125,0.08357278106508878,0.06592575757575757,0.017647023489331212,0.3254437869822485,0.3428030303030303,2,3,0.6666666666666666,,,0,0
MES,US_EQUITY_OPEN,E0,1,2.0,short_only,1735,863,107.875,0.08283232908458867,0.09968279816513761,-0.01685046908054895,0.3986095017381228,0.40711009174311924,4,7,0.5714285714285714,-0.026544884178954148,0.055385453254132216,128,121
M2K,CME_CLOSE,E0,1,1.5,size_q50_plus,893,480,80.0,0.08213520833333335,-0.04341186440677967,0.125547072740113,0.5125,0.5278450363196125,4,5,0.8,0.21482068538360688,-0.17098478630767688,103,97
MES,CME_CLOSE,E1,3,1.0,fast_and_q75,840,218,27.25,0.08186422018348626,-0.05054614147909967,0.13241036166258593,0.573394495412844,0.5482315112540193,3,4,0.75,,,0,0
MES,US_POST_EQUITY,E0,2,1.0,long_only,743,393,49.125,0.08151374045801527,-0.013128857142857137,0.0946425976008724,0.6259541984732825,0.5628571428571428,5,7,0.7142857142857143,,,0,0
MES,US_EQUITY_OPEN,E0,1,2.5,size_q50_plus,1688,871,108.875,0.08092433983926525,0.06166144430844554,0.01926289553081971,0.32950631458094143,0.35006119951040393,3,6,0.5,0.011789477824467778,-0.010527594379549692,179,66
MES,1000,E0,2,2.5,size_q50_plus,637,350,43.75,0.08025314285714287,-0.16430940766550525,0.24456255052264814,0.3628571428571429,0.3519163763066202,4,6,0.6666666666666666,,,0,0
MES,US_EQUITY_OPEN,E0,2,3.0,size_q75_plus,671,162,20.25,0.08018209876543211,-0.01803084479371316,0.09821294355914527,0.2839506172839506,0.275049115913556,1,3,0.3333333333333333,,,0,0
MES,US_POST_EQUITY,E0,1,1.5,size_q50_plus,1764,913,114.125,0.08017568455640744,0.016172385428907175,0.06400329912750027,0.4633077765607886,0.4935370152761457,4,7,0.5714285714285714,0.03824866055513114,0.10887026096273056,179,73
MES,1000,E0,1,2.5,size_q50_plus,1767,953,119.125,0.07952728226652676,-0.1386845208845209,0.21821180315104766,0.3641133263378804,0.35872235872235875,6,7,0.8571428571428571,0.17252674489473857,0.48427593289689036,188,65
MES,0030,E0,2,3.0,size_q50_plus,675,342,42.75,0.07940555555555553,-0.020602102102102112,0.10000765765765765,0.29239766081871343,0.2972972972972973,5,6,0.8333333333333334,,,0,0
MES,US_EQUITY_OPEN,E0,1,1.5,short_only,1766,875,109.375,0.07883005714285715,0.06534725028058364,0.013482806862273516,0.4765714285714286,0.4725028058361392,3,7,0.42857142857142855,0.012687816096965482,0.025136873449131507,130,124
MES,US_EQUITY_OPEN,E0,2,2.5,short_fast,697,283,35.375,0.07882968197879858,0.06430869565217388,0.014520986326624699,0.3392226148409894,0.33816425120772947,3,6,0.5,,,0,0
MES,US_POST_EQUITY,E0,2,3.0,fast_le_15,690,535,66.875,0.0786917757009346,0.0677858064516129,0.01090596924932169,0.30467289719626167,0.32903225806451614,0,0,,,,0,0
M2K,US_POST_EQUITY,E0,1,2.0,short_only,1188,605,100.83333333333333,0.0786110743801653,0.04935986277873071,0.029251211601434596,0.4033057851239669,0.39622641509433965,3,5,0.6,0.04512451251222595,-0.03328188821963862,118,121
MES,US_POST_EQUITY,E0,2,2.5,size_q50_plus,708,345,43.125,0.07733043478260868,0.10635454545454547,-0.02902411067193679,0.33043478260869563,0.3856749311294766,1,5,0.2,,,0,0
MES,US_POST_EQUITY,E0,1,2.0,fast_le_15,1728,1368,171.0,0.07725833333333333,-0.08974444444444442,0.16700277777777775,0.40423976608187134,0.36666666666666664,2,4,0.5,0.18512977648523826,,228,18
MES,0030,E0,1,2.5,fast_le_15,1716,1379,172.375,0.07722335025380711,-0.09757121661721067,0.1747945668710178,0.34807831762146485,0.314540059347181,3,3,1.0,0.2148115881855977,,227,18
MES,US_POST_EQUITY,E0,2,4.0,short_only,651,318,39.75,0.07676352201257859,-0.014218918918918922,0.09098244093149752,0.24528301886792453,0.23123123123123124,5,7,0.7142857142857143,,,0,0
M2K,US_EQUITY_OPEN,E0,1,1.5,short_fast,1166,573,95.5,0.07667050610820245,0.027080607082630687,0.04958989902557176,0.4677137870855148,0.4451939291736931,4,5,0.8,0.04681753539523653,0.10899055860941911,106,127
MES,0900,E0,2,1.0,size_q75_plus,672,191,23.875,0.07605654450261778,-0.16861496881496882,0.2446715133175866,0.6073298429319371,0.5758835758835759,4,5,0.8,,,0,0
M2K,CME_CLOSE,E0,1,1.5,size_q75_plus,893,244,40.666666666666664,0.07583975409836065,0.004608474576271203,0.07123127952208945,0.4918032786885246,0.5300462249614792,3,5,0.6,0.1743466029995442,-0.29875467775467773,52,148
MES,US_EQUITY_OPEN,E0,1,2.5,fast_le_15,1688,1354,169.25,0.0755711225997046,0.055506586826347286,0.02006453577335731,0.3375184638109306,0.3473053892215569,1,4,0.25,0.04846531714634134,,228,17
MES,US_POST_EQUITY,E0,2,3.0,size_q50_plus,690,332,41.5,0.07555331325301207,0.0768804469273743,-0.001327133674362227,0.2891566265060241,0.329608938547486,1,5,0.2,,,0,0
MES,US_EQUITY_OPEN,E0,2,1.5,fast_le_15,735,580,72.5,0.07548086206896552,0.07755354838709676,-0.002072686318131234,0.4724137931034483,0.49032258064516127,0,0,,,,0,0
MES,0030,E0,1,2.0,fast_le_15,1751,1399,174.875,0.07539013581129379,-0.08423068181818182,0.1596208176294756,0.4045746962115797,0.3693181818181818,4,5,0.8,0.18612640114262824,,229,20
MES,US_POST_EQUITY,E0,1,1.5,short_only,1764,862,107.75,0.07511867749419954,0.024623946784922402,0.05049473070927714,0.4872389791183295,0.46895787139689576,4,7,0.5714285714285714,0.03826428746573962,0.2714644490779958,103,149
MES,0030,E0,2,2.5,long_only,690,338,42.25,0.07506745562130177,0.1022181818181818,-0.02715072619688004,0.3520710059171598,0.36079545454545453,3,7,0.42857142857142855,,,0,0
MES,LONDON_OPEN,E0,2,1.0,long_fast,658,261,32.625,0.0748927203065134,-0.004043828715365229,0.07893654902187862,0.6513409961685823,0.6171284634760705,3,6,0.5,,,0,0
MES,US_POST_EQUITY,E0,1,1.5,fast_le_15,1764,1389,173.625,0.07485953923686106,-0.04537813333333334,0.12023767257019441,0.48308135349172066,0.45866666666666667,2,5,0.4,0.1328041686391496,,231,21
MES,0030,E0,1,1.0,size_q75_plus,1789,483,60.375,0.07483167701863355,0.02265666156202144,0.052175015456612114,0.5693581780538303,0.6003062787136294,4,6,0.6666666666666666,0.05716038480727099,-0.096678521969844,101,153
MES,CME_CLOSE,E1,4,1.0,fast_and_q75,676,174,21.75,0.074066091954023,-0.06427011952191235,0.13833621147593533,0.5689655172413793,0.5398406374501992,2,3,0.6666666666666666,,,0,0
MES,1100,E0,2,2.0,size_q50_plus,652,370,46.25,0.07399297297297297,-0.20729148936170214,0.2812844623346751,0.43783783783783786,0.4326241134751773,2,4,0.5,,,0,0
MES,US_EQUITY_OPEN,E0,1,1.5,fast_le_15,1766,1404,175.5,0.07370199430199431,0.06553342541436465,0.008168568887629665,0.4707977207977208,0.4889502762430939,3,4,0.75,0.021330127498980007,,236,18
MES,CME_CLOSE,E1,4,1.0,size_q75_plus,676,181,22.625,0.07344309392265194,-0.06599858585858587,0.1394416797812378,0.569060773480663,0.5393939393939394,2,3,0.6666666666666666,,,0,0
MES,US_POST_EQUITY,E0,2,2.0,size_q50_plus,723,357,44.625,0.07276078431372547,0.10193879781420766,-0.029178013500482186,0.38375350140056025,0.44808743169398907,1,5,0.2,,,0,0
MES,US_EQUITY_OPEN,E0,2,3.0,short_fast,671,276,34.5,0.07237065217391304,-0.040917721518987336,0.11328837369290037,0.29347826086956524,0.26582278481012656,4,6,0.6666666666666666,,,0,0
MES,1100,E0,1,1.0,size_q75_plus,1746,463,57.875,0.07225334773218141,-0.13354497272018703,0.20579832045236846,0.6177105831533477,0.6282151208106002,6,6,1.0,0.2143831501964874,0.15926247593376974,106,147
MES,1100,E0,1,2.0,fast_and_q75,1746,367,45.875,0.07218882833787467,-0.14816395939086296,0.22035278772873762,0.4114441416893733,0.41406816533720087,3,4,0.75,0.19104452272727274,0.25696323924731185,93,160
MGC,CME_OPEN,E0,1,2.5,fast_and_q75,1113,194,17.636363636363637,0.07214999999999998,-0.51559880304679,0.5877488030467899,0.3711340206185567,0.24156692056583243,4,4,1.0,,,0,0
MES,1000,E0,1,1.5,size_q75_plus,1769,462,57.75,0.07201688311688312,-0.06736419280795715,0.13938107592484028,0.48268398268398266,0.5087987758224942,4,5,0.8,0.10043630787303046,0.22959283702470867,107,146
MES,0030,E0,2,2.0,short_fast,709,289,36.125,0.07179273356401383,0.12833357142857144,-0.0565408378645576,0.4013840830449827,0.4357142857142857,2,6,0.3333333333333333,,,0,0
MES,US_POST_EQUITY,E0,2,2.0,fast_and_q75,723,157,19.625,0.07177388535031846,0.09190229681978798,-0.020128411469469518,0.37579617834394907,0.4275618374558304,2,3,0.6666666666666666,,,0,0
MES,0030,E0,1,1.5,size_q50_plus,1774,956,119.5,0.07163389121338912,-0.024605501222493886,0.096239392435883,0.46338912133891214,0.4731051344743276,6,7,0.8571428571428571,0.08693537381634397,0.05096960570347743,174,79
M2K,US_EQUITY_OPEN,E0,1,2.0,short_only,1093,569,94.83333333333333,0.07162126537785589,-0.018487786259541977,0.09010905163739787,0.3884007029876977,0.3568702290076336,4,5,0.8,0.06469532388017023,0.2471997960224375,106,111
MES,0030,E0,1,3.0,fast_le_15,1684,1354,169.25,0.07113655834564254,-0.15273575757575758,0.2238723159214001,0.30280649926144754,0.2606060606060606,3,3,1.0,0.22730237120156083,,223,17
M2K,US_POST_EQUITY,E0,1,2.0,short_fast,1188,571,95.16666666666667,0.07067408056042031,0.05831701782820097,0.012357062732219336,0.4010507880910683,0.3987034035656402,4,5,0.8,0.016380322488312185,0.015634594785059873,110,129
MES,1000,E0,1,2.0,size_q75_plus,1767,460,57.5,0.07059065217391304,-0.05057000765110941,0.12116065982502244,0.40217391304347827,0.43152257077276207,5,5,1.0,0.05921455304392501,0.272610677250032,107,146
MES,0900,E0,2,4.0,size_q50_plus,666,350,43.75,0.07055914285714285,-0.2205689873417722,0.29112813019891504,0.2571428571428571,0.26582278481012656,5,6,0.8333333333333334,,,0,0
MES,1000,E0,1,2.0,size_q50_plus,1767,953,119.125,0.06978006295907661,-0.12300208845208847,0.1927821514111651,0.42077649527806926,0.4275184275184275,6,7,0.8571428571428571,0.14977450489212654,0.45618061374795416,188,65
MES,1100,E0,1,2.0,size_q75_plus,1746,463,57.875,0.06973887688984882,-0.1637676539360873,0.23350653082593614,0.4103671706263499,0.4146531566640686,5,6,0.8333333333333334,0.23845653740022835,0.17040134770889487,106,147
MES,LONDON_OPEN,E0,2,2.0,fast_and_q75,658,153,19.125,0.06936732026143794,-0.028451881188118807,0.09781920144955675,0.39215686274509803,0.41188118811881186,1,3,0.3333333333333333,,,0,0
MES,0030,E0,1,1.5,short_only,1774,880,110.0,0.06933340909090908,-0.014159619686800896,0.08349302877770998,0.48522727272727273,0.4507829977628635,5,7,0.7142857142857143,0.07050642482862576,0.18530003762699113,119,134
MES,US_EQUITY_OPEN,E0,2,1.0,short_fast,742,294,36.75,0.06875612244897958,0.07734933035714286,-0.008593207908163286,0.5850340136054422,0.6004464285714286,2,6,0.3333333333333333,,,0,0
MES,1000,E0,2,1.5,size_q75_plus,638,169,21.125,0.06828284023668639,-0.12803944562899786,0.19632228586568423,0.47928994082840237,0.47761194029850745,3,3,1.0,,,0,0
MES,CME_CLOSE,E0,1,1.0,short_only,1503,760,95.0,0.06781631578947368,0.14957537012113056,-0.08175905433165688,0.6276315789473684,0.6850605652759085,2,7,0.2857142857142857,-0.10640140618349261,0.015497393165660144,103,127
MES,1000,E0,1,3.0,size_q50_plus,1767,953,119.125,0.06772413431269675,-0.12747469287469285,0.1951988271873896,0.3147953830010493,0.3194103194103194,5,7,0.7142857142857143,0.14720395505846245,0.4794421931260229,188,65
MES,US_EQUITY_OPEN,E0,1,1.0,short_fast,1783,713,89.125,0.06737152875175316,0.047425514018691585,0.019946014733061575,0.5848527349228612,0.5841121495327103,3,6,0.5,0.020404637842874246,0.016490003697769,122,133
MES,1100,E0,1,1.0,mid_15_60,1746,161,20.125,0.06707515527950311,-0.09380694006309148,0.1608820953425946,0.6832298136645962,0.6195583596214511,5,5,1.0,0.18354622472411997,,25,228
MES,0030,E0,1,1.0,short_only,1789,885,110.625,0.06686305084745764,0.00725608407079646,0.05960696677666118,0.607909604519774,0.5763274336283186,5,7,0.7142857142857143,0.05710106241699866,0.10375094926859628,119,135
MES,1000,E0,1,2.5,size_q75_plus,1767,460,57.5,0.06660826086956521,-0.0518282325937261,0.11843649346329131,0.34347826086956523,0.3680183626625861,3,5,0.6,0.06614542769072694,0.2666609909102548,107,146
MES,0030,E0,1,1.0,fast_le_15,1789,1422,177.75,0.06660527426160337,-0.07896294277929154,0.1455682170408949,0.6019690576652602,0.553133514986376,5,5,1.0,0.12876246167694003,,234,20
MES,US_POST_EQUITY,E0,2,3.0,short_fast,690,258,32.25,0.06634069767441862,0.08215509259259259,-0.015814394918173963,0.29844961240310075,0.31712962962962965,3,6,0.5,,,0,0
MES,US_EQUITY_OPEN,E0,2,2.0,short_only,724,359,44.875,0.06605543175487465,0.16520493150684934,-0.09914949975197469,0.39275766016713093,0.4301369863013699,4,7,0.5714285714285714,,,0,0
MES,US_EQUITY_OPEN,E0,1,3.0,long_fast,1636,638,79.75,0.06603510971786836,0.0010978957915831707,0.06493721392628518,0.29310344827586204,0.2785571142284569,3,6,0.5,0.09544414340393531,-0.10272206470374412,105,131
M2K,US_POST_EQUITY,E0,1,2.0,size_q50_plus,1188,612,102.0,0.06572794117647059,0.06269270833333335,0.0030352328431372394,0.38562091503267976,0.4149305555555556,3,5,0.6,0.038519888617638096,-0.16145106158605171,127,112
MES,0030,E0,2,2.5,size_q75_plus,690,164,20.5,0.06555304878048784,0.0962032319391635,-0.030650183158675653,0.3231707317073171,0.3669201520912547,1,4,0.25,,,0,0
MGC,CME_OPEN,E0,1,2.0,fast_and_q75,1149,200,18.181818181818183,0.06548799999999999,-0.4743340358271865,0.5398220358271865,0.43,0.3013698630136986,4,4,1.0,,,0,0
MES,US_POST_EQUITY,E0,1,1.0,long_fast,1786,722,90.25,0.06546108033240998,0.01610422932330828,0.0493568510091017,0.5983379501385041,0.581766917293233,4,6,0.6666666666666666,0.07897171487324701,-0.19769187437686941,136,118
MES,US_EQUITY_OPEN,E0,2,1.5,size_q50_plus,735,366,45.75,0.06538879781420766,0.08636151761517616,-0.0209727198009685,0.453551912568306,0.4986449864498645,4,5,0.8,,,0,0
M2K,US_EQUITY_OPEN,E0,1,1.0,size_q50_plus,1230,660,110.0,0.06538272727272726,0.023349649122807018,0.042033078149920244,0.5636363636363636,0.5666666666666667,4,5,0.8,0.03485661102896448,0.03908385063702901,119,124
MES,US_EQUITY_OPEN,E0,1,1.5,long_only,1766,891,111.375,0.06534725028058364,0.07883005714285715,-0.013482806862273516,0.4725028058361392,0.4765714285714286,4,7,0.5714285714285714,-0.012687816096965482,-0.025136873449131507,124,130
MES,US_POST_EQUITY,E0,1,1.0,size_q50_plus,1786,934,116.75,0.06485985010706638,0.004482042253521137,0.06037780785354524,0.5706638115631691,0.607981220657277,3,7,0.42857142857142855,0.033705459696795725,0.192215825323545,181,73
MES,0030,E0,2,1.0,short_fast,727,292,36.5,0.06461815068493151,0.10138620689655171,-0.0367680562116202,0.5993150684931506,0.6367816091954023,3,6,0.5,,,0,0
MES,US_POST_EQUITY,E0,2,3.0,long_only,690,358,44.75,0.06441675977653631,0.08899307228915662,-0.02457631251262031,0.3100558659217877,0.3102409638554217,3,7,0.42857142857142855,,,0,0
M2K,US_POST_EQUITY,E0,1,1.5,short_only,1227,621,103.5,0.06436392914653784,0.05772689768976897,0.006637031456768867,0.4782608695652174,0.47854785478547857,2,5,0.4,0.0425095636610339,-0.09930658263305324,119,126
MES,US_EQUITY_OPEN,E0,1,1.0,fast_le_15,1783,1412,176.5,0.0637534702549575,0.023615363881401612,0.040138106373555894,0.5835694050991501,0.5876010781671159,3,4,0.75,0.03628017985949403,,237,18
MES,US_POST_EQUITY,E0,2,4.0,short_fast,651,248,31.0,0.06361895161290322,0.009673449131513636,0.05394550248138959,0.23790322580645162,0.23821339950372208,5,6,0.8333333333333334,,,0,0
MES,US_POST_EQUITY,E0,1,2.5,short_only,1694,834,104.25,0.06276390887290167,-0.0007458139534883607,0.06350972282639003,0.3441247002398082,0.32906976744186045,4,7,0.5714285714285714,0.031072331285699726,0.31690412230215825,100,139
MES,CME_CLOSE,E0,1,2.5,long_only,1013,498,62.25,0.061952610441767045,-0.17472388349514562,0.23667649393691265,0.36947791164658633,0.2815533980582524,7,7,1.0,,,0,0
MES,1000,E0,2,3.0,size_q75_plus,637,168,21.0,0.06120416666666667,-0.06874179104477614,0.1299459577114428,0.2976190476190476,0.31982942430703626,1,3,0.3333333333333333,,,0,0
MES,US_POST_EQUITY,E0,1,2.5,fast_le_15,1694,1341,167.625,0.06119179716629381,-0.0859900849858357,0.14718188215212952,0.3415361670395227,0.31728045325779036,2,4,0.5,0.17892313722607067,,222,17
M2K,US_POST_EQUITY,E0,1,1.5,short_fast,1227,584,97.33333333333333,0.06111575342465755,0.06105894245723172,5.6810967425824366e-05,0.4777397260273973,0.47900466562986005,2,5,0.4,0.021851286825443593,-0.03921756756756757,111,134
MES,US_POST_EQUITY,E0,1,3.0,short_fast,1654,641,80.125,0.0607817472698908,-0.02674146100691016,0.08752320827680096,0.29797191887675506,0.2833168805528134,4,6,0.6666666666666666,0.07081209773449446,0.2329023015873016,90,140
MES,LONDON_OPEN,E0,2,2.0,size_q75_plus,658,167,20.875,0.06077784431137726,-0.02831955193482688,0.08909739624620414,0.38922155688622756,0.4134419551934827,2,3,0.6666666666666666,,,0,0
MES,1000,E0,1,4.0,size_q50_plus,1765,951,118.875,0.060711987381703456,-0.165872972972973,0.22658496035467646,0.2502628811777077,0.2457002457002457,4,7,0.5714285714285714,0.16491631350922695,0.5451455810147299,188,65
MES,US_DATA_OPEN,E0,1,1.0,size_q50_plus,1744,928,116.0,0.06067575431034482,-0.09218737745098038,0.1528631317613252,0.5883620689655172,0.6225490196078431,6,7,0.8571428571428571,0.13417609406176478,0.18660534005405793,169,81
MES,US_EQUITY_OPEN,E0,1,1.0,size_q75_plus,1783,478,59.75,0.0602663179916318,0.05361984674329502,0.006646471248336776,0.5564853556485355,0.5946360153256705,3,6,0.5,-0.03339346904198329,0.08134695251152933,113,142
MES,US_EQUITY_OPEN,E0,1,1.0,long_fast,1783,699,87.375,0.06006294706723891,0.05239594095940959,0.007667006107829319,0.5822603719599427,0.5857933579335793,4,6,0.6666666666666666,0.007213482587252837,-0.007471832298136638,115,140
MES,0030,E0,2,1.0,short_only,727,363,45.375,0.06004958677685951,0.113114010989011,-0.05306442421215149,0.6060606060606061,0.6373626373626373,4,7,0.5714285714285714,,,0,0
M2K,US_POST_EQUITY,E0,1,2.5,short_fast,1141,554,92.33333333333333,0.059738086642599296,0.033623168654173766,0.02611491798842553,0.34115523465703973,0.33560477001703576,3,5,0.6,0.028997523567651187,0.023473423620212576,109,126
M2K,US_EQUITY_OPEN,E0,1,2.0,short_fast,1093,538,89.66666666666667,0.0596814126394052,-0.0018805405405405203,0.06156195317994572,0.3847583643122677,0.3621621621621622,4,5,0.8,0.029211897523026012,0.24341866746698682,98,119
MES,0030,E0,1,2.0,fast_and_q75,1751,419,52.375,0.05911670644391406,0.0383271021021021,0.020789604341811964,0.3747016706443914,0.40465465465465467,3,6,0.5,0.0013850244748676507,-0.09716551676171933,91,158
MES,US_POST_EQUITY,E0,1,1.0,fast_le_15,1786,1405,175.625,0.05904469750889679,-0.048713910761154854,0.10775860827005165,0.5935943060498221,0.5695538057742782,2,5,0.4,0.12055889853870361,,232,22
M2K,CME_CLOSE,E0,1,1.0,long_only,1032,530,88.33333333333333,0.05902905660377359,0.03825378486055776,0.020775271743215827,0.6698113207547169,0.647410358565737,1,5,0.2,0.024197137954083882,-0.041351493758071456,115,101
MES,1000,E0,1,3.0,long_fast,1767,620,77.5,0.05888935483870969,-0.0660285091543156,0.12491786399302529,0.3419354838709677,0.30340017436791633,4,6,0.6666666666666666,0.10081868810232268,0.14380284653465344,101,152
MES,US_EQUITY_OPEN,E0,1,1.0,fast_and_q75,1783,441,55.125,0.05857868480725624,0.05435767511177346,0.00422100969548278,0.5555555555555556,0.5938897168405365,3,6,0.5,-0.0361599837992158,0.07203450434338272,103,152
