strategy_id,source,instrument,session,filter,combined_n,combined_avgR,combined_sharpe,winter_n,winter_avgR,winter_wr,winter_sharpe,winter_maxdd,summer_n,summer_avgR,summer_wr,summer_sharpe,summer_maxdd,verdict
MNQ_0900_E1_RR2.0_CB2_NO_FILTER,validated,MNQ,0900,NO_FILTER,156,0.5997,0.4403,52,0.5385,0.5385,0.3742,4.0,104,0.6303,0.6058,0.4746,4.0,STABLE
MGC_1800_E1_RR2.5_CB3_ORB_G6,experimental,MGC,1800,ORB_G6,20,1.3294,0.8486,13,1.2976,0.6923,0.8128,1.0,7,1.3884,0.7143,,1.0,LOW-N
MES_0900_E1_RR1.0_CB2_ORB_G8,experimental,MES,0900,ORB_G8,19,0.5945,0.8373,14,0.6184,0.8571,0.9008,1.0,5,0.5277,0.8,,1.0,LOW-N
MGC_0900_E1_RR2.5_CB1_ORB_G6,experimental,MGC,0900,ORB_G6,31,1.1941,0.7747,22,1.2204,0.6818,0.7847,3.0,9,1.1299,0.6667,,2.0,LOW-N
MNQ_0900_E1_RR2.0_CB4_ORB_G8,validated,MNQ,0900,ORB_G8,110,0.4113,0.2899,44,0.3575,0.4773,0.2487,6.16,66,0.4472,0.5152,0.3159,5.0,STABLE
MNQ_0900_E3_RR2.5_CB1_ORB_G4,validated,MNQ,0900,ORB_G4,171,0.6983,0.4404,64,0.7543,0.5312,0.4538,7.68,107,0.6648,0.5421,0.4303,4.0,STABLE
MNQ_0900_E1_RR2.0_CB3_NO_FILTER,experimental,MNQ,0900,NO_FILTER,134,0.5175,0.3759,45,0.458,0.5111,0.3174,4.0,89,0.5475,0.573,0.4058,3.0,STABLE
MGC_1800_E1_RR3.0_CB2_ORB_G6,experimental,MGC,1800,ORB_G6,20,1.6492,0.9256,13,1.6179,0.6923,0.8895,3.0,7,1.7072,0.7143,,1.0,LOW-N
MNQ_0900_E3_RR4.0_CB1_NO_FILTER,validated,MNQ,0900,NO_FILTER,176,0.8013,0.3632,62,0.7438,0.371,0.3247,7.0,114,0.8325,0.4211,0.3839,6.17,STABLE
MGC_0900_E1_RR2.5_CB3_ORB_G5,validated,MGC,0900,ORB_G5,40,1.0134,0.641,22,1.0531,0.6364,0.6619,2.0,18,0.9649,0.6111,0.598,3.0,STABLE
MNQ_0900_E3_RR1.5_CB1_ORB_G4,validated,MNQ,0900,ORB_G4,172,0.6512,0.6461,65,0.5963,0.6769,0.5359,3.0,107,0.6845,0.7664,0.7264,3.08,STABLE
MES_0900_E1_RR1.0_CB2_ORB_G5,validated,MES,0900,ORB_G5,38,0.6059,0.9533,28,0.5829,0.8571,0.8831,1.0,10,0.6701,0.9,1.1373,1.0,STABLE
MGC_1800_E3_RR2.0_CB1_ORB_G5,validated,MGC,1800,ORB_G5,26,1.533,2.0325,15,1.5698,0.9333,2.1846,1.0,11,1.4828,0.9091,1.7793,1.0,STABLE
MES_0030_E3_RR1.5_CB1_NO_FILTER,experimental,MES,0030,NO_FILTER,102,1.2667,10.5549,35,1.323,1.0,17.3911,0.0,67,1.2373,1.0,9.6313,0.0,STABLE
MES_0900_E1_RR1.5_CB5_ORB_G4,validated,MES,0900,ORB_G4,59,0.4775,0.4302,41,0.4515,0.6341,0.4038,3.0,18,0.537,0.6667,0.4791,1.0,STABLE
MES_0030_E3_RR3.0_CB1_ORB_G4,experimental,MES,0030,ORB_G4,77,2.6364,20.0503,27,2.6912,1.0,22.9434,0.0,50,2.6067,1.0,20.0157,0.0,STABLE
MNQ_0900_E3_RR2.5_CB1_NO_FILTER,validated,MNQ,0900,NO_FILTER,178,0.7004,0.4462,64,0.7543,0.5312,0.4538,7.68,114,0.6701,0.5526,0.4403,4.49,STABLE
MNQ_0900_E3_RR1.0_CB1_ORB_G8,validated,MNQ,0900,ORB_G8,149,0.537,0.7721,67,0.4914,0.791,0.6351,2.0,82,0.5743,0.8659,0.916,2.0,STABLE
MGC_0900_E1_RR2.0_CB3_ORB_G5,validated,MGC,0900,ORB_G5,41,1.0263,0.8246,23,1.0626,0.7391,0.8459,1.0,18,0.9799,0.7222,0.775,2.0,STABLE
MNQ_0900_E3_RR1.5_CB1_ORB_G6,validated,MNQ,0900,ORB_G6,156,0.6434,0.6204,65,0.5963,0.6769,0.5359,3.0,91,0.6771,0.7473,0.6877,3.0,STABLE
MGC_0900_E1_RR1.5_CB5_ORB_G6,experimental,MGC,0900,ORB_G6,27,0.7398,0.7042,16,0.7724,0.75,0.7291,1.0,11,0.6924,0.7273,0.6368,2.0,STABLE
MNQ_0900_E3_RR2.0_CB1_ORB_G6,validated,MNQ,0900,ORB_G6,155,0.7206,0.5384,64,0.7673,0.625,0.5555,3.0,91,0.6878,0.6264,0.5233,4.22,STABLE
MNQ_0900_E1_RR2.0_CB2_ORB_G5,validated,MNQ,0900,ORB_G5,145,0.5886,0.4262,52,0.5385,0.5385,0.3742,4.0,93,0.6166,0.5914,0.4552,4.0,STABLE
MGC_1800_E1_RR2.5_CB2_ORB_G6,experimental,MGC,1800,ORB_G6,20,1.318,0.8454,13,1.2907,0.6923,0.8109,3.0,7,1.3688,0.7143,,1.0,LOW-N
MGC_0900_E1_RR3.0_CB1_ORB_G8,experimental,MGC,0900,ORB_G8,21,0.7956,0.4121,15,0.7734,0.4667,0.3939,4.0,6,0.8511,0.5,,3.0,LOW-N
MNQ_0900_E1_RR2.0_CB2_ORB_G8,validated,MNQ,0900,ORB_G8,121,0.5824,0.4147,52,0.5385,0.5385,0.3742,4.0,69,0.6155,0.5797,0.4435,4.0,STABLE
MNQ_0900_E3_RR1.5_CB1_NO_FILTER,validated,MNQ,0900,NO_FILTER,179,0.6454,0.6481,65,0.5963,0.6769,0.5359,3.0,114,0.6733,0.7719,0.7267,3.08,STABLE
MNQ_0900_E1_RR2.0_CB3_ORB_G4,experimental,MNQ,0900,ORB_G4,130,0.5083,0.3672,45,0.458,0.5111,0.3174,4.0,85,0.5349,0.5647,0.3932,3.0,STABLE
MES_0030_E3_RR2.5_CB1_ORB_G4,experimental,MES,0030,ORB_G4,85,2.188,18.5842,31,2.2368,1.0,21.7623,0.0,54,2.16,1.0,18.3907,0.0,STABLE
MNQ_0900_E3_RR1.0_CB1_ORB_G6,validated,MNQ,0900,ORB_G6,159,0.5352,0.7814,67,0.4914,0.791,0.6351,2.0,92,0.5671,0.8696,0.9224,2.0,STABLE
MNQ_0900_E1_RR1.0_CB5_ORB_G4,validated,MNQ,0900,ORB_G4,139,0.3615,0.4374,46,0.4114,0.7391,0.4849,2.49,93,0.3367,0.7312,0.4113,3.42,STABLE
MES_0030_E1_RR2.0_CB1_NO_FILTER,experimental,MES,0030,NO_FILTER,104,1.7491,14.5079,37,1.7971,1.0,22.7719,0.0,67,1.7225,1.0,13.105,0.0,STABLE
MGC_1800_E1_RR2.0_CB1_ORB_G6,experimental,MGC,1800,ORB_G6,22,1.5496,1.8674,13,1.5786,0.9231,2.0227,1.0,9,1.5076,0.8889,,1.0,LOW-N
MNQ_1800_E1_RR1.0_CB3_NO_FILTER,experimental,MNQ,1800,NO_FILTER,135,0.8517,3.0011,52,0.8953,1.0,24.1781,0.0,83,0.8243,0.9639,2.297,1.22,STABLE
MNQ_1800_E1_RR1.0_CB3_ORB_G4,experimental,MNQ,1800,ORB_G4,135,0.8517,3.0011,52,0.8953,1.0,24.1781,0.0,83,0.8243,0.9639,2.297,1.22,STABLE
MNQ_1800_E1_RR1.0_CB3_ORB_G5,experimental,MNQ,1800,ORB_G5,135,0.8517,3.0011,52,0.8953,1.0,24.1781,0.0,83,0.8243,0.9639,2.297,1.22,STABLE
MNQ_0900_E1_RR1.5_CB5_ORB_G4,validated,MNQ,0900,ORB_G4,139,0.4487,0.398,46,0.4015,0.587,0.3376,3.0,93,0.4721,0.6452,0.4286,3.99,STABLE
MNQ_0900_E1_RR1.5_CB2_ORB_G5,validated,MNQ,0900,ORB_G5,146,0.6041,0.5606,52,0.6493,0.6923,0.5844,4.0,94,0.5791,0.6915,0.5443,4.0,STABLE
MES_0030_E3_RR2.0_CB1_ORB_G4,experimental,MES,0030,ORB_G4,91,1.7381,16.891,33,1.7824,1.0,19.4779,0.0,58,1.7129,1.0,16.933,0.0,STABLE
MNQ_0900_E1_RR1.5_CB5_NO_FILTER,validated,MNQ,0900,NO_FILTER,146,0.4488,0.4013,46,0.4015,0.587,0.3376,3.0,100,0.4706,0.65,0.4319,3.99,STABLE
MES_0030_E1_RR2.0_CB2_NO_FILTER,experimental,MES,0030,NO_FILTER,100,1.778,15.8575,37,1.8214,1.0,25.1652,0.0,63,1.7525,1.0,14.1917,0.0,STABLE
MNQ_0900_E3_RR3.0_CB1_ORB_G8,validated,MNQ,0900,ORB_G8,144,0.6931,0.3748,63,0.7318,0.4603,0.3869,7.21,81,0.663,0.4568,0.3628,7.0,STABLE
MGC_0900_E1_RR4.0_CB5_ORB_G6,experimental,MGC,0900,ORB_G6,26,1.1598,0.4871,15,1.1888,0.4667,0.4902,3.0,11,1.1202,0.4545,0.4598,4.0,STABLE
MES_0030_E1_RR2.5_CB5_ORB_G4,experimental,MES,0030,ORB_G4,66,2.2614,25.0442,22,2.3057,1.0,32.1815,0.0,44,2.2392,1.0,24.5681,0.0,STABLE
MNQ_0030_E3_RR2.5_CB1_NO_FILTER,experimental,MNQ,0030,NO_FILTER,92,2.3787,37.1648,39,2.4168,1.0,91.6767,0.0,53,2.3506,1.0,34.0472,0.0,STABLE
MNQ_0030_E3_RR2.5_CB1_ORB_G4,experimental,MNQ,0030,ORB_G4,92,2.3787,37.1648,39,2.4168,1.0,91.6767,0.0,53,2.3506,1.0,34.0472,0.0,STABLE
MNQ_0030_E3_RR2.5_CB1_ORB_G5,experimental,MNQ,0030,ORB_G5,92,2.3787,37.1648,39,2.4168,1.0,91.6767,0.0,53,2.3506,1.0,34.0472,0.0,STABLE
MNQ_0030_E3_RR2.5_CB1_ORB_G6,experimental,MNQ,0030,ORB_G6,92,2.3787,37.1648,39,2.4168,1.0,91.6767,0.0,53,2.3506,1.0,34.0472,0.0,STABLE
MNQ_0030_E3_RR2.5_CB1_ORB_G8,experimental,MNQ,0030,ORB_G8,92,2.3787,37.1648,39,2.4168,1.0,91.6767,0.0,53,2.3506,1.0,34.0472,0.0,STABLE
MNQ_0900_E3_RR1.0_CB1_ORB_G5,validated,MNQ,0900,ORB_G5,171,0.5303,0.7904,67,0.4914,0.791,0.6351,2.0,104,0.5554,0.875,0.9285,3.0,STABLE
MNQ_0900_E1_RR2.0_CB3_ORB_G6,experimental,MNQ,0900,ORB_G6,116,0.4969,0.3537,45,0.458,0.5111,0.3174,4.0,71,0.5216,0.5493,0.3751,3.0,STABLE
MES_0030_E1_RR1.5_CB1_NO_FILTER,experimental,MES,0030,NO_FILTER,109,1.2956,12.8079,39,1.3363,1.0,19.5601,0.0,70,1.2729,1.0,11.6272,0.0,STABLE
MES_0030_E3_RR4.0_CB1_ORB_G5,experimental,MES,0030,ORB_G5,53,3.5657,29.1655,20,3.605,1.0,30.8351,0.0,33,3.5419,1.0,29.2905,0.0,STABLE
MNQ_0900_E3_RR1.0_CB1_ORB_G4,validated,MNQ,0900,ORB_G4,175,0.53,0.7992,67,0.4914,0.791,0.6351,2.0,108,0.554,0.8796,0.9438,2.47,STABLE
MGC_1800_E1_RR1.5_CB4_ORB_G5,experimental,MGC,1800,ORB_G5,28,1.0007,1.1984,15,1.0295,0.8667,1.2453,1.0,13,0.9673,0.8462,1.103,1.0,STABLE
MGC_0900_E1_RR1.0_CB2_ORB_G5,validated,MGC,0900,ORB_G5,42,0.6656,1.2097,26,0.642,0.8846,1.0556,1.0,16,0.7039,0.9375,1.5415,1.0,STABLE
MES_0030_E3_RR1.5_CB1_ORB_G4,experimental,MES,0030,ORB_G4,97,1.2838,15.0175,35,1.323,1.0,17.3911,0.0,62,1.2616,1.0,15.1954,0.0,STABLE
MES_0030_E3_RR1.0_CB1_NO_FILTER,experimental,MES,0030,NO_FILTER,106,0.8142,8.4644,37,0.8541,1.0,12.7012,0.0,69,0.7928,1.0,7.7145,0.0,STABLE
MNQ_1800_E3_RR1.5_CB1_NO_FILTER,validated,MNQ,1800,NO_FILTER,127,1.1986,2.2278,48,1.2366,0.9583,2.6007,1.0,79,1.1756,0.9367,2.0465,1.0,STABLE
MNQ_1800_E3_RR1.5_CB1_ORB_G4,validated,MNQ,1800,ORB_G4,127,1.1986,2.2278,48,1.2366,0.9583,2.6007,1.0,79,1.1756,0.9367,2.0465,1.0,STABLE
MNQ_1800_E3_RR1.5_CB1_ORB_G5,validated,MNQ,1800,ORB_G5,127,1.1986,2.2278,48,1.2366,0.9583,2.6007,1.0,79,1.1756,0.9367,2.0465,1.0,STABLE
MNQ_0900_E3_RR2.0_CB1_NO_FILTER,validated,MNQ,0900,NO_FILTER,178,0.7299,0.5636,64,0.7673,0.625,0.5555,3.0,114,0.709,0.6579,0.5672,4.7,STABLE
MGC_0900_E1_RR2.0_CB1_ORB_G8,experimental,MGC,0900,ORB_G8,22,0.8078,0.5771,16,0.7919,0.625,0.5521,4.0,6,0.85,0.6667,,1.0,LOW-N
MGC_2300_E1_RR2.5_CB4_ORB_G8,experimental,MGC,2300,ORB_G8,8,2.3135,,2,2.357,1.0,,0.0,6,2.299,1.0,,0.0,LOW-N
MGC_0900_E3_RR2.0_CB1_ORB_G8,experimental,MGC,0900,ORB_G8,22,0.9181,0.6838,15,0.8997,0.6667,0.6465,2.0,7,0.9574,0.7143,,1.0,LOW-N
MES_0030_E1_RR1.5_CB5_NO_FILTER,experimental,MES,0030,NO_FILTER,100,1.3347,16.6169,34,1.3723,1.0,27.1475,0.0,66,1.3154,1.0,15.2808,0.0,STABLE
MES_0900_E3_RR1.0_CB1_ORB_G8,experimental,MES,0900,ORB_G8,23,0.5444,0.7507,17,0.5296,0.8235,0.7252,1.0,6,0.5862,0.8333,,1.0,LOW-N
MES_0030_E1_RR1.5_CB4_NO_FILTER,experimental,MES,0030,NO_FILTER,104,1.3295,15.647,38,1.365,1.0,23.7156,0.0,66,1.309,1.0,14.2894,0.0,STABLE
MES_0030_E1_RR3.0_CB2_ORB_G4,experimental,MES,0030,ORB_G4,72,2.7117,26.5059,27,2.7466,1.0,26.9793,0.0,45,2.6907,1.0,27.508,0.0,STABLE
MGC_0900_E1_RR1.0_CB4_ORB_G4,experimental,MGC,0900,ORB_G4,47,0.5338,0.7576,25,0.5599,0.84,0.8022,1.17,22,0.5041,0.8182,0.6931,1.25,STABLE
MGC_0900_E1_RR2.5_CB4_ORB_G5,validated,MGC,0900,ORB_G5,39,0.8211,0.5058,21,0.8467,0.5714,0.5159,2.0,18,0.7913,0.5556,0.4797,3.0,STABLE
MNQ_0900_E3_RR1.5_CB1_ORB_G8,validated,MNQ,0900,ORB_G8,146,0.6268,0.5928,65,0.5963,0.6769,0.5359,3.0,81,0.6514,0.7284,0.6402,4.0,STABLE
MES_0030_E1_RR1.5_CB2_NO_FILTER,experimental,MES,0030,NO_FILTER,108,1.3176,14.3088,39,1.3528,1.0,22.0788,0.0,69,1.2978,1.0,12.8902,0.0,STABLE
MES_0030_E1_RR2.0_CB5_ORB_G4,experimental,MES,0030,ORB_G4,77,1.8015,23.3649,28,1.8361,1.0,30.341,0.0,49,1.7818,1.0,22.5219,0.0,STABLE
MGC_1800_E1_RR1.5_CB3_ORB_G5,experimental,MGC,1800,ORB_G5,28,0.9934,1.1924,15,1.0185,0.8667,1.2362,1.0,13,0.9645,0.8462,1.1006,1.0,STABLE
MES_0030_E3_RR3.0_CB1_ORB_G5,experimental,MES,0030,ORB_G5,66,2.671,24.8704,26,2.7036,1.0,27.012,0.0,40,2.6499,1.0,24.5657,0.0,STABLE
MNQ_0030_E3_RR2.0_CB1_NO_FILTER,experimental,MNQ,0030,NO_FILTER,98,1.8989,34.7231,41,1.93,1.0,84.0277,0.0,57,1.8764,1.0,31.3689,0.0,STABLE
MNQ_0030_E3_RR2.0_CB1_ORB_G4,experimental,MNQ,0030,ORB_G4,98,1.8989,34.7231,41,1.93,1.0,84.0277,0.0,57,1.8764,1.0,31.3689,0.0,STABLE
MNQ_0030_E3_RR2.0_CB1_ORB_G5,experimental,MNQ,0030,ORB_G5,98,1.8989,34.7231,41,1.93,1.0,84.0277,0.0,57,1.8764,1.0,31.3689,0.0,STABLE
MNQ_0030_E3_RR2.0_CB1_ORB_G6,experimental,MNQ,0030,ORB_G6,98,1.8989,34.7231,41,1.93,1.0,84.0277,0.0,57,1.8764,1.0,31.3689,0.0,STABLE
MNQ_0030_E3_RR2.0_CB1_ORB_G8,experimental,MNQ,0030,ORB_G8,98,1.8989,34.7231,41,1.93,1.0,84.0277,0.0,57,1.8764,1.0,31.3689,0.0,STABLE
MNQ_0900_E1_RR1.0_CB5_NO_FILTER,validated,MNQ,0900,NO_FILTER,146,0.3748,0.4635,46,0.4114,0.7391,0.4849,2.49,100,0.3579,0.75,0.4512,3.42,STABLE
MGC_0900_E1_RR1.5_CB5_ORB_G8,experimental,MGC,0900,ORB_G8,18,0.5931,0.5113,12,0.6109,0.6667,0.5133,2.0,6,0.5575,0.6667,,1.0,LOW-N
MNQ_0900_E1_RR1.5_CB4_ORB_G4,validated,MNQ,0900,ORB_G4,136,0.442,0.393,44,0.4063,0.5909,0.3431,3.0,92,0.459,0.6413,0.4168,4.79,STABLE
MNQ_1800_E1_RR1.5_CB1_NO_FILTER,experimental,MNQ,1800,NO_FILTER,135,1.2787,3.1592,52,1.3105,0.9808,3.9495,1.0,83,1.2588,0.9639,2.8275,1.0,STABLE
MNQ_1800_E1_RR1.5_CB1_ORB_G4,experimental,MNQ,1800,ORB_G4,135,1.2787,3.1592,52,1.3105,0.9808,3.9495,1.0,83,1.2588,0.9639,2.8275,1.0,STABLE
MNQ_1800_E1_RR1.5_CB1_ORB_G5,experimental,MNQ,1800,ORB_G5,135,1.2787,3.1592,52,1.3105,0.9808,3.9495,1.0,83,1.2588,0.9639,2.8275,1.0,STABLE
MNQ_0900_E3_RR1.0_CB1_NO_FILTER,validated,MNQ,0900,NO_FILTER,183,0.524,0.8071,67,0.4914,0.791,0.6351,2.0,116,0.5428,0.8879,0.9558,2.47,STABLE
MES_0030_E3_RR2.5_CB1_ORB_G5,experimental,MES,0030,ORB_G5,74,2.216,22.4702,30,2.2464,1.0,25.1646,0.0,44,2.1952,1.0,21.9003,0.0,STABLE
MNQ_0900_E3_RR4.0_CB1_ORB_G8,validated,MNQ,0900,ORB_G8,143,0.7727,0.343,62,0.7438,0.371,0.3247,7.0,81,0.7949,0.3951,0.3553,7.0,STABLE
MGC_0900_E1_RR1.0_CB2_ORB_G6,experimental,MGC,0900,ORB_G6,31,0.6261,0.981,21,0.6098,0.8571,0.9027,1.0,10,0.6602,0.9,1.1297,1.0,STABLE
MNQ_0900_E1_RR2.0_CB3_ORB_G5,experimental,MNQ,0900,ORB_G5,125,0.4902,0.3514,45,0.458,0.5111,0.3174,4.0,80,0.5083,0.55,0.3693,3.0,STABLE
MGC_1800_E1_RR2.0_CB5_ORB_G5,experimental,MGC,1800,ORB_G5,26,1.2678,1.1207,15,1.2469,0.8,1.0692,1.0,11,1.2963,0.8182,1.1398,1.0,STABLE
MES_0030_E3_RR2.0_CB1_ORB_G5,experimental,MES,0030,ORB_G5,80,1.7611,20.2133,32,1.7904,1.0,22.2408,0.0,48,1.7415,1.0,20.1015,0.0,STABLE
MES_0030_E1_RR1.0_CB5_NO_FILTER,experimental,MES,0030,NO_FILTER,112,0.8718,13.8477,41,0.9027,1.0,22.5831,0.0,71,0.8539,1.0,12.7458,0.0,STABLE
MNQ_1800_E1_RR1.0_CB2_NO_FILTER,experimental,MNQ,1800,NO_FILTER,135,0.8592,3.6765,52,0.8892,1.0,20.9859,0.0,83,0.8405,0.9759,2.846,1.0,STABLE
MNQ_1800_E1_RR1.0_CB2_ORB_G4,experimental,MNQ,1800,ORB_G4,135,0.8592,3.6765,52,0.8892,1.0,20.9859,0.0,83,0.8405,0.9759,2.846,1.0,STABLE
MNQ_1800_E1_RR1.0_CB2_ORB_G5,experimental,MNQ,1800,ORB_G5,135,0.8592,3.6765,52,0.8892,1.0,20.9859,0.0,83,0.8405,0.9759,2.846,1.0,STABLE
MGC_0900_E1_RR1.0_CB5_ORB_G8,experimental,MGC,0900,ORB_G8,18,0.5917,0.8069,12,0.6079,0.8333,0.8088,2.0,6,0.5593,0.8333,,1.0,LOW-N
MNQ_0900_E1_RR1.5_CB4_NO_FILTER,validated,MNQ,0900,NO_FILTER,143,0.4399,0.3948,44,0.4063,0.5909,0.3431,3.0,99,0.4547,0.6465,0.4182,4.79,STABLE
MGC_0900_E1_RR1.5_CB1_ORB_G8,experimental,MGC,0900,ORB_G8,22,0.5065,0.4342,16,0.4933,0.625,0.4127,4.0,6,0.5416,0.6667,,1.0,LOW-N
MES_0900_E3_RR1.5_CB1_ORB_G5,experimental,MES,0900,ORB_G5,44,0.5515,0.5137,29,0.5679,0.6897,0.5299,3.71,15,0.5197,0.6667,0.4664,3.0,STABLE
MGC_0900_E1_RR1.5_CB1_ORB_G6,experimental,MGC,0900,ORB_G6,32,0.7397,0.7234,23,0.7263,0.7391,0.6912,2.0,9,0.7741,0.7778,,1.0,LOW-N
MES_0030_E3_RR1.0_CB1_ORB_G4,experimental,MES,0030,ORB_G4,100,0.8289,12.1334,36,0.8593,1.0,14.2673,0.0,64,0.8118,1.0,12.1093,0.0,STABLE
MGC_1800_E1_RR2.0_CB1_ORB_G5,validated,MGC,1800,ORB_G5,28,1.5645,2.1357,15,1.5864,0.9333,2.1947,1.0,13,1.5393,0.9231,1.993,1.0,STABLE
MNQ_1800_E3_RR1.0_CB1_ORB_G8,experimental,MNQ,1800,ORB_G8,126,0.82,2.8231,49,0.7912,0.9592,2.1007,1.0,77,0.8383,0.987,3.8151,1.0,STABLE
MES_0030_E1_RR2.0_CB1_ORB_G4,experimental,MES,0030,ORB_G4,98,1.7678,20.3944,37,1.7971,1.0,22.7719,0.0,61,1.75,1.0,20.1284,0.0,STABLE
MNQ_1800_E1_RR1.0_CB3_ORB_G6,experimental,MNQ,1800,ORB_G6,133,0.8668,3.6843,52,0.8953,1.0,24.1781,0.0,81,0.8485,0.9753,2.8348,1.0,STABLE
MNQ_1800_E1_RR1.0_CB3_ORB_G8,experimental,MNQ,1800,ORB_G8,133,0.8668,3.6843,52,0.8953,1.0,24.1781,0.0,81,0.8485,0.9753,2.8348,1.0,STABLE
MES_0030_E1_RR3.0_CB1_ORB_G4,experimental,MES,0030,ORB_G4,79,2.6775,23.6507,28,2.7076,1.0,26.1591,0.0,51,2.661,1.0,22.9682,0.0,STABLE
MES_0030_E3_RR1.5_CB1_ORB_G5,experimental,MES,0030,ORB_G5,86,1.3018,17.8652,34,1.3294,1.0,19.8279,0.0,52,1.2838,1.0,17.9722,0.0,STABLE
MNQ_0900_E1_RR1.0_CB1_ORB_G8,validated,MNQ,0900,ORB_G8,125,0.4896,0.6529,53,0.4635,0.7736,0.5793,2.0,72,0.5088,0.8194,0.7108,2.37,STABLE
MNQ_0900_E1_RR1.5_CB2_ORB_G4,validated,MNQ,0900,ORB_G4,151,0.6196,0.5829,52,0.6493,0.6923,0.5844,4.0,99,0.604,0.7071,0.5795,4.0,STABLE
MNQ_0030_E3_RR1.5_CB1_NO_FILTER,experimental,MNQ,0030,NO_FILTER,104,1.4175,31.1233,44,1.4436,1.0,71.5852,0.0,60,1.3983,1.0,28.3027,0.0,STABLE
MNQ_0030_E3_RR1.5_CB1_ORB_G4,experimental,MNQ,0030,ORB_G4,104,1.4175,31.1233,44,1.4436,1.0,71.5852,0.0,60,1.3983,1.0,28.3027,0.0,STABLE
MNQ_0030_E3_RR1.5_CB1_ORB_G5,experimental,MNQ,0030,ORB_G5,104,1.4175,31.1233,44,1.4436,1.0,71.5852,0.0,60,1.3983,1.0,28.3027,0.0,STABLE
MNQ_0030_E3_RR1.5_CB1_ORB_G6,experimental,MNQ,0030,ORB_G6,104,1.4175,31.1233,44,1.4436,1.0,71.5852,0.0,60,1.3983,1.0,28.3027,0.0,STABLE
MNQ_0030_E3_RR1.5_CB1_ORB_G8,experimental,MNQ,0030,ORB_G8,104,1.4175,31.1233,44,1.4436,1.0,71.5852,0.0,60,1.3983,1.0,28.3027,0.0,STABLE
MES_0030_E1_RR2.5_CB2_ORB_G4,experimental,MES,0030,ORB_G4,80,2.2574,24.8243,31,2.2848,1.0,26.3203,0.0,49,2.24,1.0,24.8755,0.0,STABLE
MNQ_0900_E3_RR2.0_CB1_ORB_G4,validated,MNQ,0900,ORB_G4,171,0.7393,0.5659,64,0.7673,0.625,0.5555,3.0,107,0.7226,0.6542,0.5708,4.22,STABLE
MES_0900_E1_RR1.0_CB2_ORB_G4,validated,MES,0900,ORB_G4,62,0.4632,0.6385,43,0.4769,0.814,0.6649,2.0,19,0.4323,0.7895,0.5667,1.22,STABLE
MGC_0900_E1_RR3.0_CB2_ORB_G6,experimental,MGC,0900,ORB_G6,29,1.169,0.6298,19,1.1537,0.5789,0.6107,3.0,10,1.1979,0.6,0.633,2.0,STABLE
MNQ_0900_E1_RR1.0_CB1_ORB_G4,validated,MNQ,0900,ORB_G4,154,0.4925,0.6924,53,0.4635,0.7736,0.5793,2.0,101,0.5076,0.8416,0.7649,2.37,STABLE
MES_0030_E1_RR2.0_CB2_ORB_G4,validated,MES,0030,ORB_G4,94,1.795,23.3098,37,1.8214,1.0,25.1652,0.0,57,1.7778,1.0,23.5086,0.0,STABLE
MNQ_0900_E3_RR2.0_CB1_ORB_G5,validated,MNQ,0900,ORB_G5,167,0.7404,0.5638,64,0.7673,0.625,0.5555,3.0,103,0.7238,0.6505,0.5672,5.0,STABLE
MNQ_0900_E3_RR3.0_CB1_ORB_G5,validated,MNQ,0900,ORB_G5,166,0.7049,0.3869,63,0.7318,0.4603,0.3869,7.21,103,0.6885,0.4757,0.3853,5.0,STABLE
MNQ_0900_E1_RR1.5_CB2_NO_FILTER,validated,MNQ,0900,NO_FILTER,157,0.6205,0.5897,52,0.6493,0.6923,0.5844,4.0,105,0.6063,0.7143,0.5902,4.0,STABLE
MES_0030_E1_RR2.0_CB5_ORB_G5,experimental,MES,0030,ORB_G5,66,1.8165,25.7066,27,1.8415,1.0,33.8662,0.0,39,1.7992,1.0,23.689,0.0,STABLE
MES_0030_E1_RR1.5_CB5_ORB_G4,validated,MES,0030,ORB_G4,94,1.3455,20.4505,34,1.3723,1.0,27.1475,0.0,60,1.3303,1.0,19.3094,0.0,STABLE
MES_0030_E1_RR1.5_CB1_ORB_G4,experimental,MES,0030,ORB_G4,103,1.3107,17.7321,39,1.3363,1.0,19.5601,0.0,64,1.2951,1.0,17.6607,0.0,STABLE
MNQ_0900_E1_RR1.0_CB1_NO_FILTER,validated,MNQ,0900,NO_FILTER,160,0.491,0.7036,53,0.4635,0.7736,0.5793,2.0,107,0.5046,0.8505,0.7825,2.37,STABLE
MNQ_0900_E1_RR1.5_CB2_ORB_G6,experimental,MNQ,0900,ORB_G6,135,0.6244,0.5785,52,0.6493,0.6923,0.5844,4.0,83,0.6088,0.6988,0.5714,4.0,STABLE
MES_0030_E1_RR1.5_CB4_ORB_G4,experimental,MES,0030,ORB_G4,98,1.3408,19.9362,38,1.365,1.0,23.7156,0.0,60,1.3255,1.0,19.2454,0.0,STABLE
MES_0900_E1_RR1.0_CB2_ORB_G6,experimental,MES,0900,ORB_G6,29,0.6136,0.9325,21,0.6027,0.8571,0.8974,1.0,8,0.6421,0.875,,1.0,LOW-N
MNQ_0900_E1_RR1.0_CB1_ORB_G5,validated,MNQ,0900,ORB_G5,149,0.4881,0.6754,53,0.4635,0.7736,0.5793,2.0,96,0.5017,0.8333,0.7375,2.37,STABLE
