instrument,session,dst_regime,delay_bucket,hold_minutes,n,avg_r,win_rate,sample_class
MES,1800,SUMMER,30+,120,15,0.092700,0.533300,INVALID
MES,1800,SUMMER,30+,180,15,0.101400,0.533300,INVALID
MES,1800,WINTER,0-2,1,4,-0.445200,0.000000,INVALID
MES,1800,WINTER,0-2,2,4,-0.355500,0.000000,INVALID
MES,1800,WINTER,0-2,5,4,-0.379100,0.250000,INVALID
MES,1800,WINTER,0-2,10,4,-0.314900,0.250000,INVALID
MES,1800,WINTER,0-2,15,4,-0.509500,0.250000,INVALID
MES,1800,WINTER,0-2,20,4,-0.766300,0.000000,INVALID
MES,1800,WINTER,0-2,30,4,-0.777200,0.000000,INVALID
MES,1800,WINTER,0-2,45,4,-0.771700,0.000000,INVALID
MES,1800,WINTER,0-2,60,4,-0.250000,0.250000,INVALID
MES,1800,WINTER,0-2,90,4,-0.250000,0.250000,INVALID
MES,1800,WINTER,0-2,120,4,-0.250000,0.250000,INVALID
MES,1800,WINTER,0-2,180,4,-0.250000,0.250000,INVALID
MES,1800,WINTER,2-5,1,2,0.073500,0.500000,INVALID
MES,1800,WINTER,2-5,2,2,0.283100,1.000000,INVALID
MES,1800,WINTER,2-5,5,2,0.365800,0.500000,INVALID
MES,1800,WINTER,2-5,10,2,0.930100,1.000000,INVALID
MES,1800,WINTER,2-5,15,2,0.875000,0.500000,INVALID
MES,1800,WINTER,2-5,20,2,0.968800,0.500000,INVALID
MES,1800,WINTER,2-5,30,2,0.937500,0.500000,INVALID
MES,1800,WINTER,2-5,45,2,1.000000,0.500000,INVALID
MES,1800,WINTER,2-5,60,2,1.125000,1.000000,INVALID
MES,1800,WINTER,2-5,90,2,1.218800,1.000000,INVALID
MES,1800,WINTER,2-5,120,2,1.437500,1.000000,INVALID
MES,1800,WINTER,2-5,180,2,1.250000,1.000000,INVALID
MES,1800,WINTER,5-10,1,0,,,INVALID
MES,1800,WINTER,5-10,2,0,,,INVALID
MES,1800,WINTER,5-10,5,0,,,INVALID
MES,1800,WINTER,5-10,10,0,,,INVALID
MES,1800,WINTER,5-10,15,0,,,INVALID
MES,1800,WINTER,5-10,20,0,,,INVALID
MES,1800,WINTER,5-10,30,0,,,INVALID
MES,1800,WINTER,5-10,45,0,,,INVALID
MES,1800,WINTER,5-10,60,0,,,INVALID
MES,1800,WINTER,5-10,90,0,,,INVALID
MES,1800,WINTER,5-10,120,0,,,INVALID
MES,1800,WINTER,5-10,180,0,,,INVALID
MES,1800,WINTER,10-20,1,0,,,INVALID
MES,1800,WINTER,10-20,2,0,,,INVALID
MES,1800,WINTER,10-20,5,0,,,INVALID
MES,1800,WINTER,10-20,10,0,,,INVALID
MES,1800,WINTER,10-20,15,0,,,INVALID
MES,1800,WINTER,10-20,20,0,,,INVALID
MES,1800,WINTER,10-20,30,0,,,INVALID
MES,1800,WINTER,10-20,45,0,,,INVALID
MES,1800,WINTER,10-20,60,0,,,INVALID
MES,1800,WINTER,10-20,90,0,,,INVALID
MES,1800,WINTER,10-20,120,0,,,INVALID
MES,1800,WINTER,10-20,180,0,,,INVALID
MES,1800,WINTER,20-30,1,0,,,INVALID
MES,1800,WINTER,20-30,2,0,,,INVALID
MES,1800,WINTER,20-30,5,0,,,INVALID
MES,1800,WINTER,20-30,10,0,,,INVALID
MES,1800,WINTER,20-30,15,0,,,INVALID
MES,1800,WINTER,20-30,20,0,,,INVALID
MES,1800,WINTER,20-30,30,0,,,INVALID
MES,1800,WINTER,20-30,45,0,,,INVALID
MES,1800,WINTER,20-30,60,0,,,INVALID
MES,1800,WINTER,20-30,90,0,,,INVALID
MES,1800,WINTER,20-30,120,0,,,INVALID
MES,1800,WINTER,20-30,180,0,,,INVALID
MES,1800,WINTER,30+,1,33,0.098400,0.545500,REGIME
MES,1800,WINTER,30+,2,33,0.148900,0.545500,REGIME
MES,1800,WINTER,30+,5,33,0.215900,0.666700,REGIME
MES,1800,WINTER,30+,10,33,0.223100,0.575800,REGIME
MES,1800,WINTER,30+,15,33,0.236400,0.545500,REGIME
MES,1800,WINTER,30+,20,33,0.197000,0.545500,REGIME
MES,1800,WINTER,30+,30,33,0.165000,0.545500,REGIME
MES,1800,WINTER,30+,45,33,0.134100,0.515200,REGIME
MES,1800,WINTER,30+,60,33,0.161500,0.484800,REGIME
MES,1800,WINTER,30+,90,33,0.096500,0.484800,REGIME
MES,1800,WINTER,30+,120,33,0.020200,0.424200,REGIME
MES,1800,WINTER,30+,180,33,0.024700,0.393900,REGIME
MES,2300,SUMMER,0-2,1,17,-0.445700,0.058800,INVALID
MES,2300,SUMMER,0-2,2,17,-0.450800,0.058800,INVALID
MES,2300,SUMMER,0-2,5,17,-0.465000,0.117600,INVALID
MES,2300,SUMMER,0-2,10,17,-0.539600,0.058800,INVALID
MES,2300,SUMMER,0-2,15,17,-0.494400,0.176500,INVALID
MES,2300,SUMMER,0-2,20,17,-0.510400,0.176500,INVALID
MES,2300,SUMMER,0-2,30,17,-0.526000,0.235300,INVALID
MES,2300,SUMMER,0-2,45,17,-0.560300,0.176500,INVALID
MES,2300,SUMMER,0-2,60,17,-0.497300,0.235300,INVALID
MES,2300,SUMMER,0-2,90,17,-0.527200,0.176500,INVALID
MES,2300,SUMMER,0-2,120,17,-0.542200,0.117600,INVALID
MES,2300,SUMMER,0-2,180,17,-0.453000,0.294100,INVALID
MES,2300,SUMMER,2-5,1,0,,,INVALID
MES,2300,SUMMER,2-5,2,0,,,INVALID
MES,2300,SUMMER,2-5,5,0,,,INVALID
MES,2300,SUMMER,2-5,10,0,,,INVALID
MES,2300,SUMMER,2-5,15,0,,,INVALID
MES,2300,SUMMER,2-5,20,0,,,INVALID
MES,2300,SUMMER,2-5,30,0,,,INVALID
MES,2300,SUMMER,2-5,45,0,,,INVALID
MES,2300,SUMMER,2-5,60,0,,,INVALID
MES,2300,SUMMER,2-5,90,0,,,INVALID
MES,2300,SUMMER,2-5,120,0,,,INVALID
MES,2300,SUMMER,2-5,180,0,,,INVALID
MES,2300,SUMMER,5-10,1,0,,,INVALID
MES,2300,SUMMER,5-10,2,0,,,INVALID
MES,2300,SUMMER,5-10,5,0,,,INVALID
MES,2300,SUMMER,5-10,10,0,,,INVALID
MES,2300,SUMMER,5-10,15,0,,,INVALID
MES,2300,SUMMER,5-10,20,0,,,INVALID
MES,2300,SUMMER,5-10,30,0,,,INVALID
MES,2300,SUMMER,5-10,45,0,,,INVALID
MES,2300,SUMMER,5-10,60,0,,,INVALID
MES,2300,SUMMER,5-10,90,0,,,INVALID
MES,2300,SUMMER,5-10,120,0,,,INVALID
MES,2300,SUMMER,5-10,180,0,,,INVALID
MES,2300,SUMMER,10-20,1,1,0.080000,1.000000,INVALID
MES,2300,SUMMER,10-20,2,1,0.220000,1.000000,INVALID
MES,2300,SUMMER,10-20,5,1,0.180000,1.000000,INVALID
MES,2300,SUMMER,10-20,10,1,0.660000,1.000000,INVALID
MES,2300,SUMMER,10-20,15,1,0.580000,1.000000,INVALID
MES,2300,SUMMER,10-20,20,1,-0.040000,0.000000,INVALID
MES,2300,SUMMER,10-20,30,1,-0.120000,0.000000,INVALID
MES,2300,SUMMER,10-20,45,1,-1.000000,0.000000,INVALID
MES,2300,SUMMER,10-20,60,1,-1.000000,0.000000,INVALID
MES,2300,SUMMER,10-20,90,1,-1.000000,0.000000,INVALID
MES,2300,SUMMER,10-20,120,1,-1.000000,0.000000,INVALID
MES,2300,SUMMER,10-20,180,1,-1.000000,0.000000,INVALID
MES,2300,SUMMER,20-30,1,2,0.000000,0.500000,INVALID
MES,2300,SUMMER,20-30,2,2,0.000000,0.500000,INVALID
MES,2300,SUMMER,20-30,5,2,-0.125000,0.500000,INVALID
MES,2300,SUMMER,20-30,10,2,-0.031200,0.500000,INVALID
MES,2300,SUMMER,20-30,15,2,-0.250000,0.500000,INVALID
MES,2300,SUMMER,20-30,20,2,-0.437500,0.500000,INVALID
MES,2300,SUMMER,20-30,30,2,-0.406200,0.500000,INVALID
MES,2300,SUMMER,20-30,45,2,-0.406200,0.500000,INVALID
MES,2300,SUMMER,20-30,60,2,-0.312500,0.500000,INVALID
MES,2300,SUMMER,20-30,90,2,-0.312500,0.500000,INVALID
MES,2300,SUMMER,20-30,120,2,-0.031200,0.500000,INVALID
MES,2300,SUMMER,20-30,180,2,0.125000,0.500000,INVALID
MES,2300,SUMMER,30+,1,13,-0.034400,0.538500,INVALID
MES,2300,SUMMER,30+,2,13,0.039900,0.538500,INVALID
MES,2300,SUMMER,30+,5,13,0.034000,0.538500,INVALID
MES,2300,SUMMER,30+,10,13,0.198200,0.692300,INVALID
MES,2300,SUMMER,30+,15,13,0.448700,0.692300,INVALID
MES,2300,SUMMER,30+,20,13,0.344500,0.615400,INVALID
MES,2300,SUMMER,30+,30,13,0.379900,0.615400,INVALID
MES,2300,SUMMER,30+,45,13,0.473700,0.692300,INVALID
MES,2300,SUMMER,30+,60,13,0.479000,0.615400,INVALID
MES,2300,SUMMER,30+,90,13,0.387600,0.538500,INVALID
MES,2300,SUMMER,30+,120,13,0.400100,0.538500,INVALID
MES,2300,SUMMER,30+,180,13,0.311600,0.461500,INVALID
MES,2300,WINTER,0-2,1,8,-0.313100,0.250000,INVALID
MES,2300,WINTER,0-2,2,8,-0.356400,0.125000,INVALID
MES,2300,WINTER,0-2,5,8,-0.189700,0.375000,INVALID
MES,2300,WINTER,0-2,10,8,-0.362100,0.250000,INVALID
MES,2300,WINTER,0-2,15,8,-0.325300,0.250000,INVALID
MES,2300,WINTER,0-2,20,8,-0.371200,0.375000,INVALID
MES,2300,WINTER,0-2,30,8,-0.572900,0.000000,INVALID
MES,2300,WINTER,0-2,45,8,-0.555900,0.250000,INVALID
MES,2300,WINTER,0-2,60,8,-0.656500,0.250000,INVALID
MES,2300,WINTER,0-2,90,8,-0.827400,0.000000,INVALID
MES,2300,WINTER,0-2,120,8,-0.875000,0.000000,INVALID
MES,2300,WINTER,0-2,180,8,-0.857100,0.125000,INVALID
MES,2300,WINTER,2-5,1,0,,,INVALID
MES,2300,WINTER,2-5,2,0,,,INVALID
MES,2300,WINTER,2-5,5,0,,,INVALID
MES,2300,WINTER,2-5,10,0,,,INVALID
MES,2300,WINTER,2-5,15,0,,,INVALID
MES,2300,WINTER,2-5,20,0,,,INVALID
MES,2300,WINTER,2-5,30,0,,,INVALID
MES,2300,WINTER,2-5,45,0,,,INVALID
MES,2300,WINTER,2-5,60,0,,,INVALID
MES,2300,WINTER,2-5,90,0,,,INVALID
MES,2300,WINTER,2-5,120,0,,,INVALID
MES,2300,WINTER,2-5,180,0,,,INVALID
MES,2300,WINTER,5-10,1,1,0.125000,1.000000,INVALID
MES,2300,WINTER,5-10,2,1,0.166700,1.000000,INVALID
MES,2300,WINTER,5-10,5,1,0.333300,1.000000,INVALID
MES,2300,WINTER,5-10,10,1,-0.250000,0.000000,INVALID
MES,2300,WINTER,5-10,15,1,-0.041700,0.000000,INVALID
MES,2300,WINTER,5-10,20,1,0.791700,1.000000,INVALID
MES,2300,WINTER,5-10,30,1,0.291700,1.000000,INVALID
MES,2300,WINTER,5-10,45,1,0.125000,1.000000,INVALID
MES,2300,WINTER,5-10,60,1,1.083300,1.000000,INVALID
MES,2300,WINTER,5-10,90,1,0.833300,1.000000,INVALID
MES,2300,WINTER,5-10,120,1,0.083300,1.000000,INVALID
MES,2300,WINTER,5-10,180,1,-1.000000,0.000000,INVALID
MES,2300,WINTER,10-20,1,1,0.000000,0.000000,INVALID
MES,2300,WINTER,10-20,2,1,-0.062500,0.000000,INVALID
MES,2300,WINTER,10-20,5,1,-0.250000,0.000000,INVALID
MES,2300,WINTER,10-20,10,1,-0.187500,0.000000,INVALID
MES,2300,WINTER,10-20,15,1,-1.000000,0.000000,INVALID
MES,2300,WINTER,10-20,20,1,-1.000000,0.000000,INVALID
MES,2300,WINTER,10-20,30,1,-1.000000,0.000000,INVALID
MES,2300,WINTER,10-20,45,1,-1.000000,0.000000,INVALID
MES,2300,WINTER,10-20,60,1,-1.000000,0.000000,INVALID
MES,2300,WINTER,10-20,90,1,-1.000000,0.000000,INVALID
MES,2300,WINTER,10-20,120,1,-1.000000,0.000000,INVALID
MES,2300,WINTER,10-20,180,1,-1.000000,0.000000,INVALID
MES,2300,WINTER,20-30,1,2,0.088200,0.500000,INVALID
MES,2300,WINTER,20-30,2,2,0.117600,0.500000,INVALID
MES,2300,WINTER,20-30,5,2,0.133800,1.000000,INVALID
MES,2300,WINTER,20-30,10,2,-0.092600,0.500000,INVALID
MES,2300,WINTER,20-30,15,2,-0.020600,0.500000,INVALID
MES,2300,WINTER,20-30,20,2,-0.150000,0.000000,INVALID
MES,2300,WINTER,20-30,30,2,0.038200,0.500000,INVALID
MES,2300,WINTER,20-30,45,2,-0.077900,0.500000,INVALID
MES,2300,WINTER,20-30,60,2,-0.467600,0.000000,INVALID
MES,2300,WINTER,20-30,90,2,-0.705900,0.000000,INVALID
MES,2300,WINTER,20-30,120,2,-1.000000,0.000000,INVALID
MES,2300,WINTER,20-30,180,2,-1.000000,0.000000,INVALID
MES,2300,WINTER,30+,1,4,-0.079100,0.250000,INVALID
MES,2300,WINTER,30+,2,4,-0.064300,0.000000,INVALID
MES,2300,WINTER,30+,5,4,-0.200800,0.250000,INVALID
MES,2300,WINTER,30+,10,4,0.101200,0.750000,INVALID
MES,2300,WINTER,30+,15,4,-0.078100,0.500000,INVALID
MES,2300,WINTER,30+,20,4,0.283500,0.750000,INVALID
MES,2300,WINTER,30+,30,4,0.497000,0.750000,INVALID
MES,2300,WINTER,30+,45,4,0.636900,0.750000,INVALID
MES,2300,WINTER,30+,60,4,0.491100,0.750000,INVALID
MES,2300,WINTER,30+,90,4,0.166700,0.500000,INVALID
MES,2300,WINTER,30+,120,4,0.214300,0.500000,INVALID
MES,2300,WINTER,30+,180,4,-0.250000,0.250000,INVALID
MGC,0030,SUMMER,0-2,1,297,-0.468200,0.043800,CORE
MGC,0030,SUMMER,0-2,2,297,-0.465800,0.060600,CORE
MGC,0030,SUMMER,0-2,5,297,-0.456800,0.101000,CORE
MGC,0030,SUMMER,0-2,10,297,-0.438000,0.124600,CORE
MGC,0030,SUMMER,0-2,15,297,-0.455400,0.104400,CORE
MGC,0030,SUMMER,0-2,20,297,-0.461600,0.124600,CORE
MGC,0030,SUMMER,0-2,30,297,-0.470500,0.131300,CORE
MGC,0030,SUMMER,0-2,45,297,-0.451900,0.181800,CORE
MGC,0030,SUMMER,0-2,60,297,-0.442000,0.188600,CORE
MGC,0030,SUMMER,0-2,90,297,-0.436600,0.222200,CORE
MGC,0030,SUMMER,0-2,120,297,-0.414300,0.222200,CORE
MGC,0030,SUMMER,0-2,180,297,-0.405000,0.266000,CORE
MGC,0030,SUMMER,2-5,1,14,-0.022400,0.357100,INVALID
MGC,0030,SUMMER,2-5,2,14,-0.021400,0.500000,INVALID
MGC,0030,SUMMER,2-5,5,14,-0.038800,0.428600,INVALID
MGC,0030,SUMMER,2-5,10,14,-0.050900,0.500000,INVALID
MGC,0030,SUMMER,2-5,15,14,-0.143200,0.357100,INVALID
MGC,0030,SUMMER,2-5,20,14,-0.104200,0.357100,INVALID
MGC,0030,SUMMER,2-5,30,14,-0.088000,0.428600,INVALID
MGC,0030,SUMMER,2-5,45,14,-0.194900,0.357100,INVALID
MGC,0030,SUMMER,2-5,60,14,-0.305500,0.357100,INVALID
MGC,0030,SUMMER,2-5,90,14,-0.332200,0.214300,INVALID
MGC,0030,SUMMER,2-5,120,14,-0.367300,0.357100,INVALID
MGC,0030,SUMMER,2-5,180,14,-0.377400,0.285700,INVALID
MGC,0030,SUMMER,5-10,1,9,0.029800,0.666700,INVALID
MGC,0030,SUMMER,5-10,2,9,-0.006900,0.444400,INVALID
MGC,0030,SUMMER,5-10,5,9,0.000900,0.444400,INVALID
MGC,0030,SUMMER,5-10,10,9,-0.040000,0.444400,INVALID
MGC,0030,SUMMER,5-10,15,9,0.006600,0.555600,INVALID
MGC,0030,SUMMER,5-10,20,9,0.071200,0.555600,INVALID
MGC,0030,SUMMER,5-10,30,9,0.073600,0.555600,INVALID
MGC,0030,SUMMER,5-10,45,9,-0.048200,0.333300,INVALID
MGC,0030,SUMMER,5-10,60,9,-0.127400,0.333300,INVALID
MGC,0030,SUMMER,5-10,90,9,-0.038500,0.555600,INVALID
MGC,0030,SUMMER,5-10,120,9,0.147000,0.666700,INVALID
MGC,0030,SUMMER,5-10,180,9,0.095800,0.555600,INVALID
MGC,0030,SUMMER,10-20,1,28,-0.003600,0.500000,INVALID
MGC,0030,SUMMER,10-20,2,28,0.017100,0.535700,INVALID
MGC,0030,SUMMER,10-20,5,28,0.053100,0.571400,INVALID
MGC,0030,SUMMER,10-20,10,28,0.088400,0.642900,INVALID
MGC,0030,SUMMER,10-20,15,28,0.058300,0.607100,INVALID
MGC,0030,SUMMER,10-20,20,28,0.073200,0.642900,INVALID
MGC,0030,SUMMER,10-20,30,28,0.086400,0.535700,INVALID
MGC,0030,SUMMER,10-20,45,28,0.146500,0.500000,INVALID
MGC,0030,SUMMER,10-20,60,28,0.228300,0.571400,INVALID
MGC,0030,SUMMER,10-20,90,28,0.056900,0.500000,INVALID
MGC,0030,SUMMER,10-20,120,28,0.071100,0.464300,INVALID
MGC,0030,SUMMER,10-20,180,28,-0.050500,0.357100,INVALID
MGC,0030,SUMMER,20-30,1,11,0.069700,0.636400,INVALID
MGC,0030,SUMMER,20-30,2,11,-0.096300,0.454500,INVALID
MGC,0030,SUMMER,20-30,5,11,-0.169500,0.363600,INVALID
MGC,0030,SUMMER,20-30,10,11,-0.133400,0.363600,INVALID
MGC,0030,SUMMER,20-30,15,11,-0.079400,0.363600,INVALID
MGC,0030,SUMMER,20-30,20,11,-0.062200,0.363600,INVALID
MGC,0030,SUMMER,20-30,30,11,-0.120000,0.454500,INVALID
MGC,0030,SUMMER,20-30,45,11,-0.182300,0.454500,INVALID
MGC,0030,SUMMER,20-30,60,11,-0.270400,0.454500,INVALID
MGC,0030,SUMMER,20-30,90,11,-0.340200,0.272700,INVALID
MGC,0030,SUMMER,20-30,120,11,-0.473100,0.181800,INVALID
MGC,0030,SUMMER,20-30,180,11,-0.587500,0.181800,INVALID
MGC,0030,SUMMER,30+,1,224,-0.002700,0.544600,CORE
MGC,0030,SUMMER,30+,2,224,0.013600,0.584800,CORE
MGC,0030,SUMMER,30+,5,224,0.008500,0.558000,CORE
MGC,0030,SUMMER,30+,10,224,-0.016600,0.549100,CORE
MGC,0030,SUMMER,30+,15,224,-0.065400,0.508900,CORE
MGC,0030,SUMMER,30+,20,224,-0.062900,0.419600,CORE
MGC,0030,SUMMER,30+,30,224,-0.072700,0.446400,CORE
MGC,0030,SUMMER,30+,45,224,-0.147300,0.375000,CORE
MGC,0030,SUMMER,30+,60,224,-0.174500,0.352700,CORE
MGC,0030,SUMMER,30+,90,224,-0.198700,0.339300,CORE
MGC,0030,SUMMER,30+,120,224,-0.218400,0.348200,CORE
MGC,0030,SUMMER,30+,180,224,-0.245000,0.308000,CORE
MGC,0030,WINTER,0-2,1,297,-0.472500,0.040400,CORE
MGC,0030,WINTER,0-2,2,297,-0.475800,0.043800,CORE
MGC,0030,WINTER,0-2,5,297,-0.474200,0.057200,CORE
MGC,0030,WINTER,0-2,10,297,-0.478400,0.070700,CORE
MGC,0030,WINTER,0-2,15,297,-0.470700,0.104400,CORE
MGC,0030,WINTER,0-2,20,297,-0.470000,0.107700,CORE
MGC,0030,WINTER,0-2,30,297,-0.470300,0.131300,CORE
MGC,0030,WINTER,0-2,45,297,-0.476800,0.158200,CORE
MGC,0030,WINTER,0-2,60,297,-0.467000,0.202000,CORE
MGC,0030,WINTER,0-2,90,297,-0.468300,0.188600,CORE
MGC,0030,WINTER,0-2,120,297,-0.466200,0.229000,CORE
MGC,0030,WINTER,0-2,180,297,-0.544400,0.202000,CORE
MGC,0030,WINTER,2-5,1,6,0.030100,0.500000,INVALID
